Epoch,Total Epochs,Iteration,Total Iterations,Loss_D,Loss_G,D(x),D(G(z))_Real,D(G(z))_Fake
0,1000,0,124,1.5485221147537231,3.6935811042785645,0.5346229672431946,0.5883718729019165,0.02575381100177765
0,1000,50,124,0.0011217384599149227,7.724495887756348,0.9997691512107849,0.0008903515990823507,0.00046750425826758146
0,1000,100,124,0.0009311827598139644,7.864525318145752,0.999923050403595,0.0008538361871615052,0.00039655371801927686
1,1000,0,124,0.0008958462858572602,8.032257080078125,0.9998730421066284,0.0007685043383389711,0.0003308533923700452
1,1000,50,124,0.00044270209036767483,8.559767723083496,0.9998884797096252,0.00033109012292698026,0.00019453588174656034
1,1000,100,124,0.00048219217569567263,8.449090957641602,0.9999616146087646,0.00044368067756295204,0.000217029097257182
2,1000,0,124,0.0008317974279634655,8.520732879638672,0.9995743036270142,0.00040536996675655246,0.00020125349692534655
2,1000,50,124,0.000386179075576365,8.809333801269531,0.9999476671218872,0.0003337453817948699,0.0001513849274488166
2,1000,100,124,0.000350068265106529,9.071338653564453,0.999837338924408,0.00018730590818449855,0.00011529105540830642
3,1000,0,124,0.00017095499788410962,9.507485389709473,0.9999273419380188,9.82791098067537e-05,7.483422814402729e-05
3,1000,50,124,0.00013047773973084986,9.536375045776367,0.999962568283081,9.305226558353752e-05,7.296557305380702e-05
3,1000,100,124,9.095317363971844e-05,9.86059856414795,0.9999740719795227,6.501213647425175e-05,5.297415918903425e-05
4,1000,0,124,0.00010319553985027596,9.639878273010254,0.9999758005142212,7.896195165812969e-05,6.605991802643985e-05
4,1000,50,124,0.00012374069774523377,9.413530349731445,0.9999915361404419,0.00011529491894179955,8.34720121929422e-05
4,1000,100,124,0.03347976505756378,6.680497169494629,0.9692076444625854,0.0017532380297780037,0.0014377920888364315
5,1000,0,124,0.04016462713479996,8.082984924316406,0.9968703985214233,0.036242321133613586,0.000328575202729553
5,1000,50,124,0.019933076575398445,7.2945709228515625,0.9948643445968628,0.014631923288106918,0.0006922250613570213
5,1000,100,124,0.14032386243343353,3.9903430938720703,0.9196534752845764,0.044607169926166534,0.053248222917318344
6,1000,0,124,0.0502786748111248,4.645442008972168,0.9865696430206299,0.03551558405160904,0.012230083346366882
6,1000,50,124,0.0302440132945776,5.304888725280762,0.9951324462890625,0.024968760088086128,0.005152279976755381
6,1000,100,124,0.948968768119812,3.8364226818084717,0.8192337155342102,0.49069103598594666,0.02589697204530239
7,1000,0,124,0.9371610879898071,0.4233713746070862,0.5030741691589355,0.09012993425130844,0.6620276570320129
7,1000,50,124,0.2873378396034241,4.463660717010498,0.9556457996368408,0.20582318305969238,0.01594170555472374
7,1000,100,124,1.4549939632415771,12.33615493774414,0.9885603189468384,0.6901570558547974,6.943736480025109e-06
8,1000,0,124,0.26943981647491455,3.9547667503356934,0.8832088112831116,0.12520691752433777,0.025430649518966675
8,1000,50,124,0.6726658344268799,3.8455352783203125,0.9647970795631409,0.4168727993965149,0.037371642887592316
8,1000,100,124,0.22903749346733093,5.051440715789795,0.9493829011917114,0.15289442241191864,0.009220211766660213
9,1000,0,124,0.47600626945495605,4.180693626403809,0.8546749353408813,0.23623716831207275,0.021579917520284653
9,1000,50,124,0.2976883053779602,3.275407314300537,0.8991849422454834,0.15820661187171936,0.04746714606881142
9,1000,100,124,0.21348173916339874,2.1323490142822266,0.9287644624710083,0.11445724964141846,0.157248854637146
10,1000,0,124,0.8699054718017578,2.6749370098114014,0.5245208740234375,0.023121334612369537,0.09937522560358047
10,1000,50,124,1.2644932270050049,5.858434677124023,0.9168736934661865,0.6172727346420288,0.014078989624977112
10,1000,100,124,0.4893278479576111,4.3817877769470215,0.8970138430595398,0.28467801213264465,0.018453173339366913
11,1000,0,124,0.4412040114402771,3.365351438522339,0.7695419788360596,0.11561209708452225,0.07468989491462708
11,1000,50,124,0.35956740379333496,4.374608039855957,0.8610166311264038,0.12904876470565796,0.017369713634252548
