image_name,lpips_score,ssim_score,discarded_lpips_score,discarded_ssim_score
ChestCT_1243.png,0.3412,0.4037,0.3575,0.5458
ChestCT_1244.png,0.3391,0.4008,0.3525,0.5457
ChestCT_1245.png,0.3820,0.4735,0.3366,0.5776
ChestCT_1246.png,0.3716,0.4812,0.3368,0.5785
ChestCT_1247.png,0.3760,0.4777,0.3395,0.5791
ChestCT_1248.png,0.3368,0.4024,0.3498,0.5463
ChestCT_1249.png,0.3412,0.4049,0.3531,0.5502
ChestCT_1250.png,0.3583,0.4885,0.3480,0.5727
ChestCT_1251.png,0.3495,0.4016,0.3459,0.5623
ChestCT_1252.png,0.3418,0.4048,0.3564,0.5487
ChestCT_1253.png,0.3638,0.4909,0.3370,0.5796
ChestCT_1254.png,0.3402,0.3991,0.3546,0.5085
ChestCT_1255.png,0.3427,0.4034,0.3497,0.5582
ChestCT_1256.png,0.3665,0.4857,0.3374,0.5812
ChestCT_1257.png,0.3170,0.4124,0.3956,0.4005
ChestCT_1258.png,0.3473,0.4491,0.3976,0.3793
ChestCT_1259.png,0.3471,0.4618,0.3602,0.4521
ChestCT_1260.png,0.3143,0.4199,0.3930,0.4117
ChestCT_1261.png,0.3470,0.4757,0.3908,0.4140
ChestCT_1262.png,0.3434,0.4954,0.3692,0.4681
ChestCT_1263.png,0.4331,0.3689,0.3246,0.4325
ChestCT_1264.png,0.4424,0.3594,0.3313,0.4236
ChestCT_1265.png,0.4273,0.3751,0.3224,0.4353
ChestCT_1266.png,0.4273,0.3695,0.3273,0.4216
ChestCT_1267.png,0.4409,0.3553,0.2989,0.4508
ChestCT_1268.png,0.4521,0.3472,0.3339,0.4258
ChestCT_1269.png,0.4487,0.3465,0.3243,0.4277
ChestCT_1270.png,0.4382,0.3608,0.2885,0.4585
ChestCT_1271.png,0.4475,0.3464,0.3100,0.4321
ChestCT_1272.png,0.4392,0.3729,0.2656,0.4706
ChestCT_1273.png,0.4496,0.3475,0.3173,0.4317
ChestCT_1274.png,0.2854,0.4136,0.3997,0.3782
ChestCT_1275.png,0.4103,0.3762,0.3419,0.4146
ChestCT_1276.png,0.3977,0.3938,0.3919,0.4050
ChestCT_1277.png,0.4073,0.3825,0.3841,0.4004
ChestCT_1278.png,0.3439,0.3591,0.3513,0.4024
ChestCT_1279.png,0.2896,0.4065,0.3953,0.3861
ChestCT_1280.png,0.4133,0.3741,0.3404,0.4145
ChestCT_1281.png,0.2803,0.4264,0.3970,0.3768
ChestCT_1282.png,0.2825,0.4268,0.3951,0.3801
ChestCT_1283.png,0.4181,0.3705,0.3345,0.4184
ChestCT_1284.png,0.3337,0.3685,0.3579,0.4024
ChestCT_1285.png,0.2949,0.3934,0.3954,0.3721
ChestCT_1286.png,0.2885,0.3965,0.3946,0.3725
ChestCT_1287.png,0.3245,0.3702,0.3644,0.3970
ChestCT_1288.png,0.2980,0.4003,0.3919,0.3944
ChestCT_1289.png,0.2810,0.4180,0.3998,0.3643
ChestCT_1290.png,0.3110,0.3694,0.3691,0.3893
ChestCT_1291.png,0.3167,0.3703,0.3697,0.3816
ChestCT_1292.png,0.2835,0.4057,0.3991,0.3749
ChestCT_1293.png,0.2939,0.4005,0.3908,0.3917
ChestCT_1294.png,0.3290,0.3754,0.3777,0.3973
ChestCT_1295.png,0.2957,0.3857,0.3872,0.3738
ChestCT_1296.png,0.3041,0.3769,0.3774,0.3817
ChestCT_1297.png,0.3187,0.3796,0.3771,0.3927
ChestCT_1298.png,0.4161,0.3767,0.3445,0.4721
ChestCT_1299.png,0.3065,0.3928,0.3900,0.3932
ChestCT_1300.png,0.4099,0.3909,0.3975,0.4339
ChestCT_1301.png,0.4152,0.3658,0.3549,0.4328
ChestCT_1302.png,0.3104,0.3856,0.3803,0.3981
ChestCT_1303.png,0.3433,0.3693,0.3653,0.3915
ChestCT_1304.png,0.4202,0.3764,0.3971,0.3983
ChestCT_1305.png,0.4168,0.3795,0.3852,0.4022
ChestCT_1306.png,0.3360,0.3774,0.3778,0.3864
ChestCT_1307.png,0.4268,0.3684,0.3267,0.4200
ChestCT_1308.png,0.4110,0.3923,0.3507,0.4519
ChestCT_1309.png,0.3827,0.4050,0.3590,0.3905
ChestCT_1310.png,0.3889,0.3991,0.3969,0.3879
ChestCT_1311.png,0.4076,0.4084,0.3949,0.4392
ChestCT_1312.png,0.4220,0.3704,0.3329,0.4231
ChestCT_1313.png,0.4430,0.3517,0.3005,0.4436
ChestCT_1314.png,0.4419,0.3475,0.3007,0.4397
ChestCT_1315.png,0.4326,0.4085,0.3470,0.4565
ChestCT_1316.png,0.4417,0.3940,0.3546,0.4416
ChestCT_1317.png,0.4222,0.4199,0.3391,0.4661
ChestCT_1318.png,0.4291,0.4044,0.3489,0.4394
ChestCT_1319.png,0.4410,0.4089,0.3205,0.4926
ChestCT_1320.png,0.4446,0.3923,0.3503,0.4583
ChestCT_1321.png,0.4411,0.3965,0.3404,0.4643
ChestCT_1322.png,0.4431,0.4031,0.3177,0.4807
ChestCT_1323.png,0.4337,0.4165,0.3210,0.4982
ChestCT_1324.png,0.4468,0.4066,0.3002,0.4840
ChestCT_1325.png,0.4374,0.4083,0.3325,0.4832
ChestCT_1326.png,0.2520,0.4877,0.3919,0.3951
ChestCT_1327.png,0.3403,0.3925,0.3609,0.4264
ChestCT_1328.png,0.3961,0.4562,0.3894,0.4592
ChestCT_1329.png,0.4036,0.4493,0.3776,0.4720
ChestCT_1330.png,0.3282,0.3989,0.3654,0.4204
ChestCT_1331.png,0.2566,0.4876,0.3860,0.3991
ChestCT_1332.png,0.3438,0.3903,0.3545,0.4388
ChestCT_1333.png,0.2500,0.4976,0.3907,0.3924
ChestCT_1334.png,0.2550,0.4993,0.3899,0.3872
ChestCT_1335.png,0.3498,0.3860,0.3527,0.4367
ChestCT_1336.png,0.3143,0.4164,0.3731,0.4159
ChestCT_1337.png,0.2713,0.4453,0.3870,0.4716
ChestCT_1338.png,0.2640,0.4515,0.3856,0.4657
ChestCT_1339.png,0.3044,0.4223,0.3747,0.4237
ChestCT_1340.png,0.2682,0.4714,0.3827,0.4130
ChestCT_1341.png,0.2562,0.4826,0.3957,0.3714
ChestCT_1342.png,0.2957,0.4122,0.3872,0.3957
ChestCT_1343.png,0.2978,0.4163,0.3766,0.4130
ChestCT_1344.png,0.2591,0.4662,0.4000,0.3663
ChestCT_1345.png,0.2631,0.4770,0.3833,0.4102
ChestCT_1346.png,0.3118,0.4301,0.3699,0.4330
ChestCT_1347.png,0.2730,0.4391,0.3905,0.4055
ChestCT_1348.png,0.2872,0.4226,0.3911,0.3982
ChestCT_1349.png,0.3018,0.4403,0.3730,0.4231
ChestCT_1350.png,0.4179,0.4105,0.3414,0.5153
ChestCT_1351.png,0.2788,0.4623,0.3797,0.4195
ChestCT_1352.png,0.4155,0.4228,0.3520,0.4912
ChestCT_1353.png,0.4157,0.4079,0.3492,0.4869
ChestCT_1354.png,0.2863,0.4535,0.3728,0.4209
ChestCT_1355.png,0.3330,0.4208,0.3614,0.4292
ChestCT_1356.png,0.4197,0.4299,0.3560,0.4747
ChestCT_1357.png,0.4139,0.4452,0.3842,0.4742
ChestCT_1358.png,0.3208,0.4266,0.3660,0.4368
ChestCT_1359.png,0.4269,0.4059,0.3474,0.4418
ChestCT_1360.png,0.4171,0.4286,0.3543,0.4816
ChestCT_1361.png,0.3427,0.4136,0.3501,0.4495
ChestCT_1362.png,0.3860,0.4677,0.3920,0.4463
ChestCT_1363.png,0.4150,0.4347,0.3512,0.4870
ChestCT_1364.png,0.4271,0.3965,0.3535,0.4309
ChestCT_1365.png,0.4385,0.4059,0.3175,0.4854
ChestCT_1366.png,0.4437,0.3978,0.3248,0.4733
ChestCT_1367.png,0.3970,0.3979,0.3600,0.4525
ChestCT_1368.png,0.4278,0.4090,0.2893,0.5141
ChestCT_1369.png,0.4469,0.4246,0.1268,0.6698
ChestCT_1370.png,0.4536,0.4175,0.1744,0.6026
ChestCT_1371.png,0.4306,0.4020,0.2909,0.5095
ChestCT_1372.png,0.4477,0.4156,0.0744,0.7609
ChestCT_1373.png,0.4313,0.3982,0.3006,0.4908
ChestCT_1374.png,0.4304,0.3977,0.3047,0.4806
ChestCT_1375.png,0.4435,0.4183,0.1148,0.6646
ChestCT_1376.png,0.4399,0.4021,0.2356,0.5391
ChestCT_1377.png,0.4351,0.3945,0.2926,0.4993
ChestCT_1378.png,0.4393,0.3908,0.2862,0.5021
ChestCT_1379.png,0.4368,0.4112,0.2167,0.5635
ChestCT_1380.png,0.4359,0.4083,0.2506,0.5453
ChestCT_1381.png,0.4478,0.4009,0.1738,0.5815
ChestCT_1382.png,0.4480,0.3963,0.2095,0.5511
ChestCT_1383.png,0.4440,0.3857,0.2749,0.4971
ChestCT_1384.png,0.2898,0.4592,0.3949,0.4178
ChestCT_1385.png,0.3496,0.3315,0.3285,0.4572
ChestCT_1386.png,0.3934,0.4610,0.3541,0.4660
ChestCT_1387.png,0.3977,0.4560,0.3482,0.4845
ChestCT_1388.png,0.3445,0.4017,0.3272,0.4614
ChestCT_1389.png,0.2943,0.4510,0.3984,0.4204
ChestCT_1390.png,0.3430,0.3396,0.3175,0.4676
ChestCT_1391.png,0.2875,0.4632,0.3974,0.4125
ChestCT_1392.png,0.2851,0.4714,0.3949,0.4125
ChestCT_1393.png,0.3429,0.4399,0.3092,0.4747
ChestCT_1394.png,0.3386,0.4077,0.3370,0.4504
ChestCT_1395.png,0.2947,0.4447,0.3752,0.4225
ChestCT_1396.png,0.2909,0.4533,0.3857,0.4164
ChestCT_1397.png,0.3277,0.4200,0.3308,0.4757
ChestCT_1398.png,0.3014,0.4381,0.3993,0.4252
ChestCT_1399.png,0.2877,0.4669,0.3917,0.4150
ChestCT_1400.png,0.3178,0.4177,0.3562,0.4380
ChestCT_1401.png,0.3218,0.4219,0.3419,0.4576
ChestCT_1402.png,0.2864,0.4669,0.3851,0.4194
ChestCT_1403.png,0.2979,0.4401,0.3994,0.4226
ChestCT_1404.png,0.3345,0.4027,0.3779,0.4156
ChestCT_1405.png,0.3018,0.4410,0.3672,0.4319
ChestCT_1406.png,0.3069,0.4353,0.3552,0.4460
ChestCT_1407.png,0.3246,0.4109,0.3813,0.4153
ChestCT_1408.png,0.4213,0.4171,0.3739,0.4732
ChestCT_1409.png,0.3088,0.4296,0.3999,0.4257
ChestCT_1410.png,0.4165,0.4313,0.3688,0.4846
ChestCT_1411.png,0.4188,0.4293,0.3717,0.4833
ChestCT_1412.png,0.3182,0.4164,0.3844,0.4075
ChestCT_1413.png,0.3779,0.4735,0.3722,0.4299
ChestCT_1414.png,0.4082,0.4529,0.3611,0.4912
ChestCT_1415.png,0.4029,0.4534,0.3552,0.4919
ChestCT_1416.png,0.3498,0.3965,0.3729,0.4219
ChestCT_1417.png,0.4265,0.4026,0.3098,0.4798
ChestCT_1418.png,0.4090,0.4481,0.3652,0.4821
ChestCT_1419.png,0.3849,0.4673,0.3695,0.4378
ChestCT_1420.png,0.3913,0.4629,0.3648,0.4472
ChestCT_1421.png,0.4168,0.4391,0.3704,0.4843
ChestCT_1422.png,0.4201,0.4019,0.3104,0.4689
ChestCT_1423.png,0.4368,0.4108,0.2419,0.5539
ChestCT_1424.png,0.4448,0.3960,0.2401,0.5309
ChestCT_1425.png,0.4338,0.3657,0.2687,0.4911
ChestCT_1426.png,0.4463,0.3656,0.0781,0.6737
ChestCT_1427.png,0.4516,0.3573,0.1293,0.5620
ChestCT_1428.png,0.4361,0.3617,0.2684,0.4925
ChestCT_1429.png,0.4450,0.3652,0.0000,1.0000
ChestCT_1430.png,0.4315,0.3635,0.2774,0.4769
ChestCT_1431.png,0.4307,0.3655,0.2816,0.4695
ChestCT_1432.png,0.4502,0.3496,0.0754,0.6598
ChestCT_1433.png,0.4434,0.3441,0.2052,0.5006
ChestCT_1434.png,0.4379,0.3486,0.2672,0.4821
ChestCT_1435.png,0.4468,0.3382,0.2666,0.4734
ChestCT_1436.png,0.4434,0.3495,0.1922,0.5148
ChestCT_1437.png,0.4485,0.3322,0.2393,0.4750
ChestCT_1438.png,0.4431,0.3544,0.1297,0.5640
ChestCT_1439.png,0.4439,0.3470,0.1707,0.5272
ChestCT_1440.png,0.4441,0.3383,0.2482,0.4770
ChestCT_1441.png,0.3153,0.3939,0.3851,0.3929
ChestCT_1442.png,0.3447,0.3609,0.3068,0.4439
ChestCT_1443.png,0.3952,0.3877,0.3662,0.3966
ChestCT_1444.png,0.3995,0.3823,0.3620,0.4022
ChestCT_1445.png,0.3400,0.3806,0.3066,0.4495
ChestCT_1446.png,0.3183,0.3827,0.3865,0.3934
ChestCT_1447.png,0.3438,0.3600,0.2971,0.4488
ChestCT_1448.png,0.3118,0.3961,0.3813,0.3904
ChestCT_1449.png,0.3111,0.4092,0.3808,0.3890
ChestCT_1450.png,0.3439,0.3933,0.2912,0.4556
ChestCT_1451.png,0.3420,0.3728,0.3147,0.4427
ChestCT_1452.png,0.3171,0.3883,0.3599,0.3979
ChestCT_1453.png,0.3105,0.4009,0.3662,0.4012
ChestCT_1454.png,0.3479,0.3668,0.3203,0.4351
ChestCT_1455.png,0.3246,0.3724,0.3889,0.3923
ChestCT_1456.png,0.3104,0.4035,0.3768,0.3958
ChestCT_1457.png,0.3342,0.3756,0.3363,0.4221
ChestCT_1458.png,0.3426,0.3712,0.3266,0.4309
ChestCT_1459.png,0.3073,0.4089,0.3680,0.4045
ChestCT_1460.png,0.3260,0.3716,0.3901,0.3929
ChestCT_1461.png,0.3566,0.4208,0.3980,0.3878
ChestCT_1462.png,0.3219,0.3856,0.3534,0.4025
ChestCT_1463.png,0.3269,0.3825,0.3428,0.4140
ChestCT_1464.png,0.3455,0.3566,0.3918,0.3829
ChestCT_1465.png,0.4217,0.3686,0.3773,0.4210
ChestCT_1466.png,0.3292,0.3672,0.3876,0.3932
ChestCT_1467.png,0.4118,0.3914,0.3659,0.4439
ChestCT_1468.png,0.4186,0.3769,0.3745,0.4271
ChestCT_1469.png,0.3388,0.3587,0.3967,0.3910
ChestCT_1470.png,0.3770,0.4106,0.3795,0.3868
ChestCT_1471.png,0.4055,0.3966,0.3644,0.4347
ChestCT_1472.png,0.4061,0.3801,0.3680,0.4071
ChestCT_1473.png,0.3643,0.4152,0.3794,0.3874
ChestCT_1474.png,0.4213,0.3741,0.2829,0.4736
ChestCT_1475.png,0.4046,0.4006,0.3650,0.4410
ChestCT_1476.png,0.3818,0.4029,0.3762,0.3929
ChestCT_1477.png,0.3873,0.4049,0.3684,0.4082
ChestCT_1478.png,0.4092,0.4000,0.3648,0.4529
ChestCT_1479.png,0.3482,0.3904,0.2864,0.4655
ChestCT_1480.png,0.4487,0.3401,0.2253,0.4906
ChestCT_1481.png,0.4491,0.3362,0.2160,0.4905
ChestCT_1482.png,0.3442,0.3474,0.3833,0.4428
ChestCT_1483.png,0.3311,0.3887,0.3753,0.4464
ChestCT_1484.png,0.3347,0.3868,0.3664,0.4558
ChestCT_1485.png,0.3401,0.3475,0.3772,0.4242
ChestCT_1486.png,0.3815,0.4578,0.3968,0.4378
ChestCT_1487.png,0.3809,0.4720,0.3899,0.4551
ChestCT_1488.png,0.3779,0.4744,0.3673,0.4635
ChestCT_1489.png,0.3829,0.4664,0.3698,0.4576
ChestCT_1490.png,0.3438,0.3939,0.3790,0.4224
ChestCT_1491.png,0.3834,0.4729,0.3835,0.4658
ChestCT_1492.png,0.3872,0.4706,0.3768,0.4622
ChestCT_1493.png,0.3459,0.4025,0.3852,0.4189
ChestCT_1494.png,0.3180,0.4126,0.3532,0.5060
ChestCT_1495.png,0.3243,0.4122,0.3972,0.3969
ChestCT_1496.png,0.4368,0.4332,0.3953,0.4954
ChestCT_1497.png,0.3413,0.3956,0.3844,0.4141
ChestCT_1498.png,0.4290,0.4339,0.3808,0.5129
ChestCT_1499.png,0.4383,0.4299,0.3971,0.4847
ChestCT_1500.png,0.3322,0.4029,0.3847,0.4145
ChestCT_1501.png,0.3170,0.4061,0.3967,0.4161
ChestCT_1502.png,0.3881,0.4544,0.3780,0.4888
ChestCT_1503.png,0.3417,0.3828,0.3991,0.4614
ChestCT_1504.png,0.3235,0.4055,0.3522,0.4998
ChestCT_1505.png,0.4004,0.4427,0.3691,0.5019
ChestCT_1506.png,0.3134,0.4102,0.3875,0.4270
ChestCT_1507.png,0.3234,0.4030,0.3858,0.4319
ChestCT_1508.png,0.4168,0.4321,0.3774,0.5102
ChestCT_1509.png,0.3191,0.5051,0.3727,0.4852
ChestCT_1510.png,0.3815,0.4277,0.2700,0.5891
ChestCT_1511.png,0.3925,0.4262,0.2568,0.5991
ChestCT_1512.png,0.3200,0.5038,0.3662,0.4910
ChestCT_1513.png,0.3106,0.5088,0.3740,0.4906
ChestCT_1514.png,0.3137,0.5058,0.3793,0.4801
ChestCT_1515.png,0.3281,0.4874,0.3980,0.4594
ChestCT_1516.png,0.3264,0.4858,0.3938,0.4605
ChestCT_1517.png,0.3277,0.5037,0.3543,0.5006
ChestCT_1518.png,0.3176,0.5007,0.3878,0.4706
ChestCT_1519.png,0.3139,0.4965,0.3855,0.4719
ChestCT_1520.png,0.3305,0.5000,0.3587,0.4945
ChestCT_1521.png,0.3468,0.4735,0.3454,0.4835
ChestCT_1522.png,0.3437,0.4815,0.3506,0.4897
ChestCT_1523.png,0.4194,0.4120,0.1765,0.6401
ChestCT_1524.png,0.3253,0.5031,0.3468,0.5114
ChestCT_1525.png,0.4183,0.4169,0.0000,1.0000
ChestCT_1526.png,0.4203,0.4100,0.0894,0.7486
ChestCT_1527.png,0.3311,0.4943,0.3441,0.5070
ChestCT_1528.png,0.3450,0.4780,0.3124,0.5330
ChestCT_1529.png,0.4091,0.4050,0.2025,0.6003
ChestCT_1530.png,0.4019,0.4072,0.2337,0.5858
ChestCT_1531.png,0.3472,0.4765,0.3340,0.5019
ChestCT_1532.png,0.4077,0.4098,0.1659,0.6272
ChestCT_1533.png,0.3487,0.4746,0.2979,0.5596
ChestCT_1534.png,0.3869,0.4191,0.2812,0.5697
ChestCT_1535.png,0.4161,0.4085,0.0940,0.7374
ChestCT_1536.png,0.3462,0.3409,0.3774,0.4238
ChestCT_1537.png,0.3769,0.4379,0.3817,0.4290
ChestCT_1538.png,0.3419,0.3434,0.3769,0.4183
ChestCT_1539.png,0.3400,0.3499,0.3706,0.4091
ChestCT_1540.png,0.3784,0.4415,0.3545,0.4363
ChestCT_1541.png,0.3839,0.4420,0.3580,0.4418
ChestCT_1542.png,0.3788,0.4387,0.3837,0.4311
ChestCT_1543.png,0.3801,0.4447,0.3773,0.4378
ChestCT_1544.png,0.3807,0.4371,0.3550,0.4387
ChestCT_1545.png,0.3848,0.4414,0.3698,0.4417
ChestCT_1546.png,0.3758,0.4414,0.3523,0.4404
ChestCT_1547.png,0.3798,0.4406,0.3551,0.4418
ChestCT_1548.png,0.3803,0.4444,0.3734,0.4380
ChestCT_1549.png,0.3269,0.3796,0.3946,0.3968
ChestCT_1550.png,0.3201,0.3693,0.3734,0.4036
ChestCT_1551.png,0.3949,0.4071,0.3732,0.4647
ChestCT_1552.png,0.4040,0.3990,0.3774,0.4572
ChestCT_1553.png,0.3161,0.3723,0.3756,0.4022
ChestCT_1554.png,0.3334,0.3753,0.3963,0.4042
ChestCT_1555.png,0.3231,0.3740,0.3760,0.4063
ChestCT_1556.png,0.3252,0.3829,0.3933,0.4028
ChestCT_1557.png,0.3293,0.3826,0.3628,0.4714
ChestCT_1558.png,0.3247,0.3762,0.3783,0.4075
ChestCT_1559.png,0.3467,0.3716,0.3761,0.4019
ChestCT_1560.png,0.3315,0.3819,0.3964,0.3714
ChestCT_1561.png,0.3333,0.3799,0.3996,0.3690
ChestCT_1562.png,0.3415,0.3711,0.3785,0.3983
ChestCT_1563.png,0.3442,0.3660,0.3864,0.4223
ChestCT_1564.png,0.3333,0.3712,0.3604,0.4695
ChestCT_1565.png,0.3396,0.3805,0.3814,0.3927
ChestCT_1566.png,0.3382,0.3794,0.3764,0.3932
ChestCT_1567.png,0.3333,0.3702,0.3561,0.4632
ChestCT_1568.png,0.3360,0.3760,0.3897,0.4044
ChestCT_1569.png,0.3609,0.4298,0.3629,0.4326
ChestCT_1570.png,0.3326,0.3801,0.3932,0.3748
ChestCT_1571.png,0.3355,0.3769,0.3939,0.3784
ChestCT_1572.png,0.3482,0.3625,0.3714,0.4277
ChestCT_1573.png,0.4342,0.4138,0.3938,0.4594
ChestCT_1574.png,0.3471,0.3605,0.3802,0.4207
ChestCT_1575.png,0.4333,0.3945,0.3915,0.4438
ChestCT_1576.png,0.4350,0.3969,0.3956,0.4383
ChestCT_1577.png,0.3462,0.3624,0.3757,0.4182
ChestCT_1578.png,0.3828,0.4201,0.3868,0.4454
ChestCT_1579.png,0.4179,0.4010,0.3740,0.4709
ChestCT_1580.png,0.4105,0.3977,0.3742,0.4681
ChestCT_1581.png,0.3755,0.4469,0.3977,0.4466
ChestCT_1582.png,0.3356,0.3603,0.3745,0.4056
ChestCT_1583.png,0.4257,0.4030,0.3793,0.4676
ChestCT_1584.png,0.3853,0.4176,0.3804,0.4588
ChestCT_1585.png,0.3900,0.4141,0.3760,0.4604
ChestCT_1586.png,0.4278,0.3993,0.3832,0.4568
ChestCT_1587.png,0.3250,0.3698,0.3789,0.4060
ChestCT_1588.png,0.3862,0.4409,0.3637,0.4430
ChestCT_1589.png,0.3863,0.4395,0.3614,0.4427
ChestCT_1590.png,0.3337,0.4075,0.3827,0.5204
ChestCT_1591.png,0.3255,0.5367,0.3716,0.5401
ChestCT_1592.png,0.3285,0.5366,0.3649,0.5429
ChestCT_1593.png,0.3323,0.4065,0.3843,0.5207
ChestCT_1594.png,0.3250,0.5368,0.3724,0.5347
ChestCT_1595.png,0.3330,0.4052,0.3790,0.5202
ChestCT_1596.png,0.3324,0.4013,0.3802,0.5202
ChestCT_1597.png,0.3228,0.5393,0.3770,0.5320
ChestCT_1598.png,0.3493,0.3894,0.3829,0.5272
ChestCT_1599.png,0.3304,0.4050,0.3826,0.5203
ChestCT_1600.png,0.3352,0.3995,0.3831,0.5216
ChestCT_1601.png,0.3220,0.5427,0.3801,0.5275
ChestCT_1602.png,0.3373,0.4005,0.3820,0.5254
ChestCT_1603.png,0.3232,0.5378,0.3767,0.5291
ChestCT_1604.png,0.3223,0.5448,0.3810,0.5272
ChestCT_1605.png,0.3379,0.3987,0.3847,0.5225
ChestCT_1606.png,0.3493,0.3807,0.3812,0.5221
ChestCT_1607.png,0.3329,0.4075,0.3833,0.5134
ChestCT_1608.png,0.3735,0.4699,0.3576,0.5530
ChestCT_1609.png,0.3765,0.4696,0.3560,0.5533
ChestCT_1610.png,0.3280,0.4060,0.3799,0.5135
ChestCT_1611.png,0.3498,0.3838,0.3777,0.5270
ChestCT_1612.png,0.3338,0.4059,0.3816,0.5148
ChestCT_1613.png,0.3485,0.3816,0.3822,0.5159
ChestCT_1614.png,0.3479,0.3840,0.3852,0.5123
ChestCT_1615.png,0.3241,0.4151,0.3883,0.5100
ChestCT_1616.png,0.3222,0.4030,0.3858,0.5071
ChestCT_1617.png,0.3407,0.3949,0.3926,0.4990
ChestCT_1618.png,0.3243,0.4950,0.3873,0.5056
ChestCT_1619.png,0.3277,0.4056,0.3925,0.5018
ChestCT_1620.png,0.3496,0.3828,0.3744,0.5361
ChestCT_1621.png,0.3482,0.3873,0.3856,0.5108
ChestCT_1622.png,0.3395,0.3949,0.3900,0.4980
ChestCT_1623.png,0.3357,0.3990,0.3889,0.5058
ChestCT_1624.png,0.3213,0.4993,0.3864,0.5066
ChestCT_1625.png,0.3190,0.5308,0.3758,0.5317
ChestCT_1626.png,0.3449,0.4937,0.3644,0.5447
ChestCT_1627.png,0.3445,0.3946,0.3908,0.4982
ChestCT_1628.png,0.3389,0.3974,0.3938,0.4980
ChestCT_1629.png,0.3379,0.5017,0.3646,0.5459
ChestCT_1630.png,0.3971,0.4631,0.3688,0.5287
ChestCT_1631.png,0.3295,0.5169,0.3680,0.5423
ChestCT_1632.png,0.3880,0.4638,0.3682,0.5343
ChestCT_1633.png,0.3926,0.4689,0.3686,0.5314
ChestCT_1634.png,0.3359,0.5108,0.3654,0.5450
ChestCT_1635.png,0.3596,0.4803,0.3601,0.5479
ChestCT_1636.png,0.3837,0.4653,0.3554,0.5571
ChestCT_1637.png,0.3797,0.4660,0.3557,0.5519
ChestCT_1638.png,0.3513,0.4880,0.3645,0.5456
ChestCT_1639.png,0.3328,0.4057,0.3822,0.5190
ChestCT_1640.png,0.3844,0.4646,0.3618,0.5497
ChestCT_1641.png,0.3651,0.4747,0.3572,0.5501
ChestCT_1642.png,0.3695,0.4727,0.3576,0.5522
ChestCT_1643.png,0.3889,0.4602,0.3654,0.5381
ChestCT_1644.png,0.3261,0.4137,0.3887,0.5150
ChestCT_1645.png,0.3376,0.5445,0.3552,0.5593
ChestCT_1646.png,0.3358,0.5413,0.3566,0.5557
ChestCT_1647.png,0.3326,0.5456,0.3602,0.5525
ChestCT_1648.png,0.3390,0.4021,0.3816,0.5253
ChestCT_1649.png,0.3444,0.3986,0.3836,0.5244
ChestCT_1650.png,0.3349,0.5404,0.3547,0.5527
ChestCT_1651.png,0.3324,0.5418,0.3612,0.5480
ChestCT_1652.png,0.3423,0.5370,0.3520,0.5556
ChestCT_1653.png,0.3400,0.5410,0.3567,0.5566
ChestCT_1654.png,0.3283,0.5404,0.3628,0.5455
ChestCT_1655.png,0.3419,0.5372,0.3542,0.5554
ChestCT_1656.png,0.4357,0.4019,0.3697,0.4639
ChestCT_1657.png,0.4479,0.4030,0.3963,0.4733
ChestCT_1658.png,0.3317,0.3986,0.3891,0.4824
ChestCT_1659.png,0.3247,0.5086,0.3779,0.5107
ChestCT_1660.png,0.3257,0.5104,0.3710,0.5183
ChestCT_1661.png,0.3306,0.3977,0.3896,0.4843
ChestCT_1662.png,0.3228,0.5096,0.3802,0.5086
ChestCT_1663.png,0.3313,0.3996,0.3875,0.4899
ChestCT_1664.png,0.3298,0.3986,0.3921,0.4890
ChestCT_1665.png,0.3218,0.5119,0.3820,0.5061
ChestCT_1666.png,0.3484,0.3887,0.3884,0.4990
ChestCT_1667.png,0.3308,0.3973,0.3873,0.4890
ChestCT_1668.png,0.3335,0.3946,0.3870,0.4921
ChestCT_1669.png,0.3207,0.5174,0.3871,0.5007
ChestCT_1670.png,0.3373,0.3949,0.3877,0.4963
ChestCT_1671.png,0.3188,0.5154,0.3841,0.5034
ChestCT_1672.png,0.3206,0.5178,0.3870,0.5014
ChestCT_1673.png,0.3367,0.3938,0.3892,0.4946
ChestCT_1674.png,0.3499,0.3760,0.3899,0.4928
ChestCT_1675.png,0.3312,0.4048,0.3948,0.4881
ChestCT_1676.png,0.3754,0.4392,0.3614,0.5206
ChestCT_1677.png,0.3768,0.4405,0.3587,0.5212
ChestCT_1678.png,0.3268,0.4032,0.3900,0.4852
ChestCT_1679.png,0.3216,0.4924,0.3859,0.4966
ChestCT_1680.png,0.3299,0.4049,0.3937,0.4876
ChestCT_1681.png,0.3223,0.4816,0.3909,0.4877
ChestCT_1682.png,0.3500,0.3762,0.3928,0.4776
ChestCT_1683.png,0.3275,0.3900,0.3917,0.4511
ChestCT_1684.png,0.3224,0.3990,0.3938,0.4800
ChestCT_1685.png,0.3416,0.3890,0.3999,0.4741
ChestCT_1686.png,0.3491,0.3872,0.3988,0.4780
ChestCT_1687.png,0.3266,0.4009,0.3981,0.4766
ChestCT_1688.png,0.3296,0.4870,0.3816,0.5065
ChestCT_1689.png,0.3490,0.3811,0.3940,0.4811
ChestCT_1690.png,0.3370,0.3942,0.2797,0.6071
ChestCT_1691.png,0.3326,0.3975,0.3997,0.4788
ChestCT_1692.png,0.3277,0.4720,0.3971,0.4815
