image_name,lpips_score,ssim_score,discarded_lpips_score,discarded_ssim_score
ChestCT_2579.png,0.3936,0.3851,0.3965,0.3773
ChestCT_2580.png,0.3220,0.3919,0.3837,0.3606
ChestCT_2581.png,0.3582,0.3630,0.3581,0.4027
ChestCT_2582.png,0.3100,0.3927,0.3741,0.3619
ChestCT_2583.png,0.3365,0.4044,0.3653,0.3873
ChestCT_2584.png,0.3359,0.4071,0.3618,0.3998
ChestCT_2585.png,0.3089,0.3926,0.3708,0.3648
ChestCT_2586.png,0.3279,0.3731,0.3798,0.3438
ChestCT_2587.png,0.3446,0.4098,0.3929,0.3426
ChestCT_2588.png,0.3463,0.3598,0.3925,0.3408
ChestCT_2589.png,0.3267,0.3635,0.3830,0.3409
ChestCT_2590.png,0.3518,0.3711,0.3931,0.3203
ChestCT_2591.png,0.3489,0.4101,0.3647,0.4020
ChestCT_2592.png,0.3226,0.3867,0.3800,0.3561
ChestCT_2593.png,0.3311,0.3795,0.3830,0.3487
ChestCT_2594.png,0.3757,0.3580,0.3911,0.3412
ChestCT_2595.png,0.3548,0.3671,0.3957,0.3224
ChestCT_2596.png,0.3575,0.3878,0.3767,0.3396
ChestCT_2597.png,0.3417,0.4127,0.3900,0.3483
ChestCT_2598.png,0.3366,0.3577,0.3899,0.3322
ChestCT_2599.png,0.3509,0.3875,0.3749,0.3347
ChestCT_2600.png,0.4235,0.4030,0.3583,0.4456
ChestCT_2601.png,0.3487,0.3872,0.3830,0.3302
ChestCT_2602.png,0.4222,0.3951,0.3612,0.4297
ChestCT_2603.png,0.4248,0.3986,0.3605,0.4362
ChestCT_2604.png,0.3451,0.3981,0.3722,0.3435
ChestCT_2605.png,0.3610,0.3965,0.3614,0.3751
ChestCT_2606.png,0.4251,0.3956,0.3888,0.3917
ChestCT_2607.png,0.4130,0.3968,0.3833,0.3953
ChestCT_2608.png,0.3557,0.4013,0.3671,0.3728
ChestCT_2609.png,0.3134,0.3974,0.3717,0.3700
ChestCT_2610.png,0.4221,0.3980,0.3961,0.3974
ChestCT_2611.png,0.3684,0.3887,0.3594,0.3720
ChestCT_2612.png,0.3793,0.3820,0.3941,0.3646
ChestCT_2613.png,0.4229,0.3944,0.3608,0.4273
ChestCT_2614.png,0.3085,0.4022,0.3729,0.3735
ChestCT_2615.png,0.4453,0.3354,0.3104,0.3874
ChestCT_2616.png,0.4405,0.3394,0.3092,0.3992
ChestCT_2617.png,0.4380,0.3393,0.3513,0.3830
ChestCT_2618.png,0.4369,0.3376,0.3522,0.3854
ChestCT_2619.png,0.4400,0.3330,0.3123,0.3870
ChestCT_2620.png,0.4460,0.3272,0.3089,0.3882
ChestCT_2621.png,0.4475,0.3249,0.3089,0.3855
ChestCT_2622.png,0.4419,0.3301,0.3546,0.3961
ChestCT_2623.png,0.4220,0.3384,0.3464,0.4181
ChestCT_2624.png,0.4222,0.3465,0.3437,0.4256
ChestCT_2625.png,0.4397,0.3362,0.3492,0.4051
ChestCT_2626.png,0.4312,0.3347,0.3463,0.4117
ChestCT_2627.png,0.4402,0.3414,0.3564,0.4141
ChestCT_2628.png,0.4401,0.3344,0.3656,0.4014
ChestCT_2629.png,0.4306,0.3407,0.3385,0.4201
ChestCT_2630.png,0.4396,0.3318,0.3442,0.4078
ChestCT_2631.png,0.4365,0.3495,0.3432,0.4222
ChestCT_2632.png,0.4395,0.3471,0.3439,0.4186
ChestCT_2633.png,0.4368,0.3302,0.3395,0.4056
ChestCT_2634.png,0.4348,0.3542,0.3352,0.4312
ChestCT_2635.png,0.4351,0.3394,0.3343,0.4207
ChestCT_2636.png,0.4342,0.3379,0.3361,0.4197
ChestCT_2637.png,0.4386,0.3460,0.3389,0.4187
ChestCT_2638.png,0.3228,0.4215,0.3884,0.3600
ChestCT_2639.png,0.4285,0.3394,0.3748,0.3966
ChestCT_2640.png,0.3960,0.3854,0.3594,0.3850
ChestCT_2641.png,0.4015,0.3807,0.3592,0.3815
ChestCT_2642.png,0.4240,0.3309,0.3797,0.3838
ChestCT_2643.png,0.3188,0.4272,0.3828,0.3653
ChestCT_2644.png,0.4348,0.3323,0.3736,0.3942
ChestCT_2645.png,0.3318,0.4121,0.3947,0.3604
ChestCT_2646.png,0.3355,0.4051,0.3931,0.3648
ChestCT_2647.png,0.4381,0.3286,0.3746,0.3873
ChestCT_2648.png,0.4217,0.3296,0.3851,0.3792
ChestCT_2649.png,0.3438,0.3499,0.3945,0.3622
ChestCT_2650.png,0.3386,0.3724,0.3929,0.3684
ChestCT_2651.png,0.4189,0.3238,0.3935,0.3687
ChestCT_2652.png,0.3232,0.4209,0.3838,0.3696
ChestCT_2653.png,0.3352,0.4001,0.3895,0.3650
ChestCT_2654.png,0.4109,0.3100,0.3869,0.3790
ChestCT_2655.png,0.4087,0.3187,0.3999,0.3554
ChestCT_2656.png,0.3318,0.3967,0.3891,0.3678
ChestCT_2657.png,0.3173,0.4248,0.3783,0.3755
ChestCT_2658.png,0.3379,0.4229,0.3905,0.3499
ChestCT_2659.png,0.3437,0.3594,0.3934,0.3727
ChestCT_2660.png,0.3460,0.3551,0.3876,0.3762
ChestCT_2661.png,0.3278,0.4102,0.3996,0.3343
ChestCT_2662.png,0.4091,0.4259,0.3884,0.4653
ChestCT_2663.png,0.3186,0.4102,0.3818,0.3794
ChestCT_2664.png,0.4159,0.3949,0.3968,0.4143
ChestCT_2665.png,0.4187,0.3931,0.3968,0.4138
ChestCT_2666.png,0.3227,0.4102,0.3755,0.3873
ChestCT_2667.png,0.3765,0.3947,0.3779,0.3673
ChestCT_2668.png,0.4150,0.3685,0.3575,0.3861
ChestCT_2669.png,0.4106,0.3756,0.3506,0.3896
ChestCT_2670.png,0.3457,0.4224,0.3901,0.3592
ChestCT_2671.png,0.4406,0.3378,0.3693,0.4011
ChestCT_2672.png,0.4164,0.3814,0.3607,0.4018
ChestCT_2673.png,0.3817,0.4007,0.3725,0.3785
ChestCT_2674.png,0.3884,0.3816,0.3702,0.3621
ChestCT_2675.png,0.4167,0.3844,0.3637,0.4032
ChestCT_2676.png,0.4358,0.3371,0.3679,0.3980
ChestCT_2677.png,0.4372,0.3467,0.3333,0.4241
ChestCT_2678.png,0.4380,0.3451,0.3357,0.4232
ChestCT_2679.png,0.4153,0.3481,0.3496,0.4246
ChestCT_2680.png,0.4340,0.4029,0.3591,0.4718
ChestCT_2681.png,0.3063,0.4447,0.3686,0.4546
ChestCT_2682.png,0.3141,0.4344,0.3952,0.3908
ChestCT_2683.png,0.4301,0.4052,0.3695,0.4708
ChestCT_2684.png,0.4312,0.4098,0.3517,0.4812
ChestCT_2685.png,0.4322,0.4107,0.3467,0.4823
ChestCT_2686.png,0.4315,0.4015,0.3471,0.4827
ChestCT_2687.png,0.4289,0.4080,0.3432,0.4930
ChestCT_2688.png,0.4230,0.3975,0.3763,0.4554
ChestCT_2689.png,0.4321,0.4159,0.3419,0.4952
ChestCT_2690.png,0.4329,0.4103,0.3440,0.4937
ChestCT_2691.png,0.4292,0.3977,0.3756,0.4570
ChestCT_2692.png,0.3499,0.4078,0.3870,0.4464
ChestCT_2693.png,0.4239,0.4096,0.3489,0.4944
ChestCT_2694.png,0.4212,0.4126,0.3519,0.4962
ChestCT_2695.png,0.3475,0.3991,0.3786,0.4593
ChestCT_2696.png,0.4109,0.4653,0.3818,0.5198
ChestCT_2697.png,0.4205,0.3825,0.3925,0.4285
ChestCT_2698.png,0.4103,0.4635,0.3903,0.4947
ChestCT_2699.png,0.4095,0.4715,0.3856,0.5050
ChestCT_2700.png,0.3493,0.4609,0.3679,0.4740
ChestCT_2701.png,0.3227,0.4325,0.3845,0.4403
ChestCT_2702.png,0.3492,0.4310,0.3700,0.4527
ChestCT_2703.png,0.3320,0.4499,0.3861,0.4307
ChestCT_2704.png,0.3294,0.4232,0.3877,0.4414
ChestCT_2705.png,0.3932,0.4644,0.3540,0.4812
ChestCT_2706.png,0.3133,0.4508,0.3846,0.4371
ChestCT_2707.png,0.3060,0.4569,0.3691,0.4488
ChestCT_2708.png,0.4023,0.4621,0.3964,0.4845
ChestCT_2709.png,0.3487,0.3596,0.3709,0.4283
ChestCT_2710.png,0.3379,0.4197,0.3890,0.3992
ChestCT_2711.png,0.3499,0.4095,0.3786,0.4092
ChestCT_2712.png,0.3281,0.3873,0.3687,0.4222
ChestCT_2713.png,0.3452,0.4522,0.3610,0.4435
ChestCT_2714.png,0.3497,0.4526,0.3535,0.4562
ChestCT_2715.png,0.4343,0.4281,0.3170,0.4831
ChestCT_2716.png,0.4326,0.4217,0.3315,0.4742
ChestCT_2717.png,0.3469,0.4071,0.3807,0.4061
ChestCT_2718.png,0.4252,0.4164,0.3527,0.4599
ChestCT_2719.png,0.4283,0.4365,0.3108,0.4868
ChestCT_2720.png,0.4298,0.4154,0.3466,0.4651
ChestCT_2721.png,0.3179,0.4061,0.3764,0.4134
ChestCT_2722.png,0.3392,0.4286,0.3940,0.3914
ChestCT_2723.png,0.4344,0.4300,0.3099,0.4864
ChestCT_2724.png,0.4322,0.4301,0.3099,0.4864
ChestCT_2725.png,0.3436,0.4219,0.3914,0.3918
ChestCT_2726.png,0.4176,0.4738,0.3952,0.4753
ChestCT_2727.png,0.3495,0.4161,0.3840,0.4044
ChestCT_2728.png,0.3938,0.4816,0.3885,0.4712
ChestCT_2729.png,0.4230,0.4808,0.3946,0.4817
ChestCT_2730.png,0.3240,0.4065,0.3909,0.4017
ChestCT_2731.png,0.3365,0.4386,0.3524,0.4896
ChestCT_2732.png,0.3556,0.4880,0.3615,0.4499
ChestCT_2733.png,0.3480,0.4811,0.3673,0.4186
ChestCT_2734.png,0.3280,0.4427,0.3570,0.4836
ChestCT_2735.png,0.3638,0.4846,0.3471,0.4760
ChestCT_2736.png,0.3256,0.4403,0.3533,0.4821
ChestCT_2737.png,0.3231,0.4393,0.3939,0.3897
ChestCT_2738.png,0.3776,0.4816,0.3882,0.4596
ChestCT_2739.png,0.3319,0.5794,0.3619,0.4528
ChestCT_2740.png,0.3374,0.4058,0.3977,0.4305
ChestCT_2741.png,0.3339,0.4128,0.3927,0.4483
ChestCT_2742.png,0.3390,0.4467,0.3660,0.4971
ChestCT_2743.png,0.3321,0.4704,0.3498,0.4988
ChestCT_2744.png,0.3463,0.3864,0.3450,0.4769
ChestCT_2745.png,0.3408,0.4315,0.3776,0.4866
ChestCT_2746.png,0.3416,0.3969,0.3365,0.4811
ChestCT_2747.png,0.3425,0.4307,0.3712,0.4931
ChestCT_2748.png,0.3250,0.3755,0.3862,0.4467
ChestCT_2749.png,0.3247,0.4025,0.3939,0.4288
ChestCT_2750.png,0.4217,0.4644,0.3597,0.4981
ChestCT_2751.png,0.3485,0.3691,0.3855,0.4432
ChestCT_2752.png,0.4135,0.4564,0.3672,0.4628
ChestCT_2753.png,0.4192,0.4676,0.3541,0.5062
ChestCT_2754.png,0.3267,0.4071,0.3790,0.4538
ChestCT_2755.png,0.3228,0.3919,0.4018,0.4218
ChestCT_2756.png,0.3991,0.4424,0.3768,0.5075
ChestCT_2757.png,0.3366,0.4200,0.3780,0.4686
ChestCT_2758.png,0.3204,0.4084,0.3897,0.4433
ChestCT_2759.png,0.4024,0.4553,0.3919,0.4234
ChestCT_2760.png,0.3284,0.3824,0.4108,0.4110
ChestCT_2761.png,0.3303,0.3926,0.4043,0.4208
ChestCT_2762.png,0.4084,0.4529,0.3813,0.4336
ChestCT_2763.png,0.3420,0.4219,0.3476,0.4569
ChestCT_2764.png,0.3368,0.4252,0.3429,0.4566
ChestCT_2765.png,0.3444,0.4180,0.3514,0.4566
ChestCT_2766.png,0.3447,0.4187,0.3551,0.4525
ChestCT_2767.png,0.4203,0.3693,0.3256,0.4016
ChestCT_2768.png,0.3373,0.4270,0.3403,0.4587
ChestCT_2769.png,0.3382,0.4305,0.3342,0.4628
ChestCT_2770.png,0.3369,0.4322,0.3261,0.4659
ChestCT_2771.png,0.3356,0.4393,0.3335,0.4682
ChestCT_2772.png,0.3410,0.3695,0.4135,0.3549
ChestCT_2773.png,0.2657,0.5187,0.3780,0.3875
ChestCT_2774.png,0.4114,0.3791,0.3886,0.3602
ChestCT_2775.png,0.4217,0.3728,0.3876,0.3640
ChestCT_2776.png,0.3439,0.3574,0.3760,0.3837
ChestCT_2777.png,0.2687,0.5004,0.4175,0.3473
ChestCT_2778.png,0.2898,0.5023,0.3751,0.3866
ChestCT_2779.png,0.3379,0.3768,0.4195,0.3535
ChestCT_2780.png,0.3349,0.3713,0.4185,0.3504
ChestCT_2781.png,0.3363,0.4277,0.3642,0.4484
ChestCT_2782.png,0.3404,0.3564,0.3789,0.3703
ChestCT_2783.png,0.3268,0.3891,0.4025,0.3685
ChestCT_2784.png,0.3336,0.3546,0.4098,0.3381
ChestCT_2785.png,0.3338,0.3696,0.3857,0.3701
ChestCT_2786.png,0.3481,0.3677,0.4112,0.3603
ChestCT_2787.png,0.3261,0.3824,0.4111,0.3517
ChestCT_2788.png,0.3328,0.3552,0.3985,0.3498
ChestCT_2789.png,0.3359,0.3506,0.3968,0.3492
ChestCT_2790.png,0.3255,0.3806,0.4113,0.3501
ChestCT_2791.png,0.2787,0.4971,0.4134,0.3564
ChestCT_2792.png,0.4014,0.3700,0.3906,0.4241
ChestCT_2793.png,0.3337,0.3641,0.4074,0.3550
ChestCT_2794.png,0.3313,0.3572,0.4014,0.3545
ChestCT_2795.png,0.3440,0.3947,0.3930,0.4088
ChestCT_2796.png,0.4232,0.4048,0.3940,0.4166
ChestCT_2797.png,0.3463,0.3854,0.4073,0.3791
ChestCT_2798.png,0.4314,0.3738,0.3722,0.3885
ChestCT_2799.png,0.4269,0.3955,0.3536,0.4357
ChestCT_2800.png,0.3467,0.3795,0.3978,0.3828
ChestCT_2801.png,0.3972,0.3799,0.3874,0.4393
ChestCT_2802.png,0.4172,0.3774,0.3658,0.3886
ChestCT_2803.png,0.4201,0.3636,0.3773,0.3576
ChestCT_2804.png,0.3969,0.3802,0.3844,0.4377
ChestCT_2805.png,0.3389,0.4224,0.3560,0.4499
ChestCT_2806.png,0.4298,0.3868,0.3716,0.4057
ChestCT_2807.png,0.4106,0.3728,0.3937,0.4376
ChestCT_2808.png,0.4121,0.3765,0.3935,0.3531
ChestCT_2809.png,0.4243,0.4000,0.3640,0.4291
ChestCT_2810.png,0.3403,0.4263,0.3613,0.4493
ChestCT_2811.png,0.4201,0.3731,0.3298,0.4070
ChestCT_2812.png,0.3483,0.3703,0.3254,0.4163
ChestCT_2813.png,0.3380,0.4299,0.3419,0.5081
ChestCT_2814.png,0.3450,0.4231,0.3411,0.5100
ChestCT_2815.png,0.3466,0.3626,0.3484,0.4808
ChestCT_2816.png,0.3491,0.3629,0.3495,0.4736
ChestCT_2817.png,0.4002,0.4809,0.3391,0.5083
ChestCT_2818.png,0.3903,0.4793,0.3456,0.4854
ChestCT_2819.png,0.3935,0.4818,0.3442,0.4954
ChestCT_2820.png,0.4031,0.4778,0.3343,0.5120
ChestCT_2821.png,0.3944,0.4804,0.3485,0.4956
ChestCT_2822.png,0.4027,0.4735,0.3287,0.5182
ChestCT_2823.png,0.4043,0.4728,0.3342,0.5105
ChestCT_2824.png,0.3935,0.4819,0.3485,0.5013
ChestCT_2825.png,0.3260,0.4242,0.3928,0.3830
ChestCT_2826.png,0.3404,0.3916,0.3514,0.4587
ChestCT_2827.png,0.3867,0.4844,0.3401,0.4997
ChestCT_2828.png,0.3954,0.4748,0.3958,0.4485
ChestCT_2829.png,0.3381,0.4410,0.3624,0.4499
ChestCT_2830.png,0.3260,0.4162,0.3916,0.3902
ChestCT_2831.png,0.3356,0.4330,0.3562,0.4719
ChestCT_2832.png,0.3200,0.4204,0.3952,0.3786
ChestCT_2833.png,0.3220,0.4154,0.3543,0.5116
ChestCT_2834.png,0.3414,0.4474,0.3582,0.4560
ChestCT_2835.png,0.3254,0.4468,0.3570,0.4565
ChestCT_2836.png,0.3084,0.4432,0.3867,0.4059
ChestCT_2837.png,0.3102,0.4288,0.3937,0.4068
ChestCT_2838.png,0.3167,0.4511,0.3655,0.4470
ChestCT_2839.png,0.3331,0.4245,0.3749,0.4057
ChestCT_2840.png,0.3212,0.4165,0.3607,0.5099
ChestCT_2841.png,0.3199,0.3995,0.3642,0.4329
ChestCT_2842.png,0.3106,0.4526,0.3716,0.4355
ChestCT_2843.png,0.3114,0.4209,0.3994,0.4034
ChestCT_2844.png,0.3331,0.4208,0.3832,0.3958
ChestCT_2845.png,0.3448,0.4880,0.3498,0.4502
ChestCT_2846.png,0.3285,0.3904,0.3742,0.4212
ChestCT_2847.png,0.3304,0.3974,0.3710,0.4241
ChestCT_2848.png,0.3397,0.4894,0.3588,0.4394
ChestCT_2849.png,0.4146,0.4474,0.3642,0.5107
ChestCT_2850.png,0.3356,0.4240,0.3711,0.4179
ChestCT_2851.png,0.4182,0.4567,0.3684,0.5108
ChestCT_2852.png,0.4137,0.4509,0.3640,0.5078
ChestCT_2853.png,0.3465,0.4255,0.3631,0.4265
ChestCT_2854.png,0.3613,0.4908,0.3991,0.4335
ChestCT_2855.png,0.4121,0.4703,0.3621,0.5259
ChestCT_2856.png,0.4125,0.4710,0.3563,0.5257
ChestCT_2857.png,0.3550,0.4886,0.3419,0.4658
ChestCT_2858.png,0.3315,0.4383,0.3428,0.4823
ChestCT_2859.png,0.4113,0.4669,0.3674,0.5200
ChestCT_2860.png,0.3692,0.4878,0.3351,0.4820
ChestCT_2861.png,0.3779,0.4874,0.3371,0.4960
ChestCT_2862.png,0.4153,0.4635,0.3694,0.5177
ChestCT_2863.png,0.3311,0.4113,0.3500,0.4783
ChestCT_2864.png,0.3964,0.4861,0.3461,0.5020
ChestCT_2865.png,0.3982,0.4795,0.3434,0.4989
ChestCT_2866.png,0.3436,0.4020,0.3287,0.4659
ChestCT_2867.png,0.3862,0.4357,0.3282,0.4613
ChestCT_2868.png,0.3464,0.3902,0.3289,0.4586
ChestCT_2869.png,0.3440,0.3995,0.3286,0.4521
ChestCT_2870.png,0.4073,0.4333,0.3180,0.4773
ChestCT_2871.png,0.3920,0.4361,0.3229,0.4621
ChestCT_2872.png,0.3968,0.4353,0.3241,0.4637
ChestCT_2873.png,0.4075,0.4285,0.3114,0.4811
ChestCT_2874.png,0.4005,0.4334,0.3282,0.4694
ChestCT_2875.png,0.4049,0.4269,0.3056,0.4830
ChestCT_2876.png,0.4070,0.4237,0.3132,0.4792
ChestCT_2877.png,0.3960,0.4362,0.3262,0.4703
ChestCT_2878.png,0.3435,0.3676,0.3963,0.3742
ChestCT_2879.png,0.3159,0.4269,0.3454,0.4235
ChestCT_2880.png,0.3827,0.4242,0.3982,0.3949
ChestCT_2881.png,0.3910,0.4373,0.3944,0.4119
ChestCT_2882.png,0.3122,0.4218,0.3479,0.4209
ChestCT_2883.png,0.3386,0.3636,0.3942,0.3694
ChestCT_2884.png,0.3220,0.4243,0.3486,0.4251
ChestCT_2885.png,0.3393,0.3601,0.3930,0.3761
ChestCT_2886.png,0.3435,0.3596,0.3967,0.3758
ChestCT_2887.png,0.3221,0.4081,0.3439,0.4324
ChestCT_2888.png,0.3463,0.3842,0.3486,0.4260
ChestCT_2889.png,0.3292,0.3829,0.3745,0.3855
ChestCT_2890.png,0.3310,0.3714,0.3832,0.3808
ChestCT_2891.png,0.3355,0.3866,0.3504,0.4230
ChestCT_2892.png,0.3489,0.3668,0.3817,0.3822
ChestCT_2893.png,0.3398,0.3598,0.3924,0.3786
ChestCT_2894.png,0.3315,0.3717,0.3581,0.3981
ChestCT_2895.png,0.3316,0.3853,0.3562,0.4076
ChestCT_2896.png,0.3302,0.3639,0.3858,0.3776
ChestCT_2897.png,0.3473,0.3708,0.3895,0.3701
ChestCT_2898.png,0.3435,0.4319,0.3516,0.4308
ChestCT_2899.png,0.3387,0.3700,0.3681,0.3916
ChestCT_2900.png,0.3387,0.3747,0.3625,0.3914
ChestCT_2901.png,0.3395,0.4329,0.3606,0.4151
ChestCT_2902.png,0.4134,0.4133,0.3656,0.4703
ChestCT_2903.png,0.3403,0.4274,0.3766,0.3911
ChestCT_2904.png,0.4189,0.4145,0.3688,0.4637
ChestCT_2905.png,0.4152,0.4125,0.3669,0.4630
ChestCT_2906.png,0.3407,0.4284,0.3669,0.3983
ChestCT_2907.png,0.3595,0.4273,0.3975,0.3909
ChestCT_2908.png,0.4090,0.4367,0.3594,0.4857
ChestCT_2909.png,0.4099,0.4323,0.3536,0.4806
ChestCT_2910.png,0.3506,0.4309,0.3983,0.3925
ChestCT_2911.png,0.3412,0.3973,0.3341,0.4434
ChestCT_2912.png,0.4094,0.4282,0.3659,0.4769
ChestCT_2913.png,0.3651,0.4315,0.3944,0.3953
ChestCT_2914.png,0.3714,0.4339,0.3956,0.4020
ChestCT_2915.png,0.4157,0.4250,0.3684,0.4760
ChestCT_2916.png,0.3332,0.4073,0.3390,0.4362
ChestCT_2917.png,0.4069,0.4331,0.3264,0.4683
ChestCT_2918.png,0.4065,0.4336,0.3214,0.4755
ChestCT_2919.png,0.4163,0.3829,0.3787,0.4037
ChestCT_2920.png,0.4221,0.3823,0.3822,0.4018
ChestCT_2921.png,0.4168,0.4054,0.3789,0.4328
ChestCT_2922.png,0.4297,0.3891,0.3840,0.4202
ChestCT_2923.png,0.3091,0.4910,0.3777,0.3932
ChestCT_2924.png,0.3188,0.4777,0.3415,0.4243
ChestCT_2925.png,0.3201,0.4838,0.3441,0.4301
ChestCT_2926.png,0.3059,0.4953,0.3693,0.4031
ChestCT_2927.png,0.3175,0.4789,0.3384,0.4249
ChestCT_2928.png,0.3057,0.4984,0.3768,0.3907
ChestCT_2929.png,0.2941,0.5196,0.3772,0.3966
ChestCT_2930.png,0.3215,0.4734,0.3384,0.4225
ChestCT_2931.png,0.3289,0.4793,0.3314,0.4263
ChestCT_2932.png,0.3196,0.4887,0.3734,0.4012
ChestCT_2933.png,0.3217,0.4845,0.3652,0.4085
ChestCT_2934.png,0.3344,0.4740,0.3358,0.4239
ChestCT_2935.png,0.3206,0.4847,0.3546,0.4190
ChestCT_2936.png,0.3262,0.4746,0.3418,0.4227
ChestCT_2937.png,0.3321,0.4772,0.3405,0.4236
ChestCT_2938.png,0.3246,0.4832,0.3622,0.4136
ChestCT_2939.png,0.3108,0.4157,0.3875,0.4477
ChestCT_2940.png,0.2691,0.5164,0.3988,0.3519
ChestCT_2941.png,0.3352,0.4734,0.3369,0.5570
ChestCT_2942.png,0.3424,0.4768,0.3284,0.5722
ChestCT_2943.png,0.2640,0.5229,0.3980,0.3503
ChestCT_2944.png,0.3086,0.4225,0.3968,0.4805
ChestCT_2945.png,0.2701,0.5266,0.3930,0.3641
ChestCT_2946.png,0.3180,0.4108,0.3835,0.4487
ChestCT_2947.png,0.3227,0.3955,0.3896,0.4402
ChestCT_2948.png,0.2810,0.5065,0.3901,0.3615
ChestCT_2949.png,0.2594,0.5105,0.3998,0.3441
ChestCT_2950.png,0.3455,0.3413,0.3963,0.4263
ChestCT_2951.png,0.3376,0.3574,0.3980,0.4253
ChestCT_2952.png,0.2540,0.5156,0.3953,0.3626
ChestCT_2953.png,0.3151,0.4092,0.3861,0.4871
ChestCT_2954.png,0.3234,0.3813,0.3931,0.4367
ChestCT_2955.png,0.2571,0.5080,0.4056,0.3457
ChestCT_2956.png,0.2469,0.5253,0.3973,0.3651
ChestCT_2957.png,0.3220,0.3813,0.3902,0.4352
ChestCT_2958.png,0.3087,0.4199,0.3930,0.4823
ChestCT_2959.png,0.3427,0.3807,0.3647,0.5164
ChestCT_2960.png,0.2592,0.5023,0.3975,0.4252
ChestCT_2961.png,0.2479,0.5238,0.3957,0.4374
ChestCT_2962.png,0.3334,0.3875,0.3742,0.5111
ChestCT_2963.png,0.3949,0.4550,0.3353,0.5670
ChestCT_2964.png,0.3233,0.4046,0.3834,0.4951
ChestCT_2965.png,0.3982,0.4426,0.3281,0.5686
ChestCT_2966.png,0.3965,0.4493,0.3292,0.5734
ChestCT_2967.png,0.3260,0.3965,0.3811,0.5032
ChestCT_2968.png,0.3179,0.4903,0.3557,0.5323
ChestCT_2969.png,0.3835,0.4665,0.3213,0.5847
ChestCT_2970.png,0.3762,0.4715,0.3183,0.5819
ChestCT_2971.png,0.3122,0.4934,0.3584,0.5251
ChestCT_2972.png,0.2857,0.5163,0.3775,0.3830
ChestCT_2973.png,0.3907,0.4594,0.3213,0.5880
ChestCT_2974.png,0.3245,0.4855,0.3490,0.5454
ChestCT_2975.png,0.3286,0.4807,0.3420,0.5518
ChestCT_2976.png,0.3935,0.4516,0.3239,0.5775
ChestCT_2977.png,0.2853,0.5029,0.3848,0.3674
ChestCT_2978.png,0.3181,0.4863,0.3419,0.4241
ChestCT_2979.png,0.3230,0.4856,0.3396,0.4260
ChestCT_2980.png,0.3103,0.5000,0.3605,0.3768
ChestCT_2981.png,0.3109,0.4881,0.3196,0.4068
ChestCT_2982.png,0.3139,0.4834,0.3253,0.4031
ChestCT_2983.png,0.3133,0.4976,0.3568,0.3814
ChestCT_2984.png,0.3151,0.4719,0.3239,0.3913
ChestCT_2985.png,0.3052,0.5051,0.3616,0.3746
ChestCT_2986.png,0.2911,0.5302,0.3627,0.3868
ChestCT_2987.png,0.3149,0.4790,0.3221,0.4008
ChestCT_2988.png,0.3198,0.4853,0.3130,0.4034
ChestCT_2989.png,0.3259,0.4913,0.3632,0.3778
ChestCT_2990.png,0.3241,0.4888,0.3543,0.3847
ChestCT_2991.png,0.3279,0.4772,0.3190,0.3985
ChestCT_2992.png,0.3172,0.4939,0.3387,0.3981
ChestCT_2993.png,0.3203,0.4784,0.3267,0.3998
ChestCT_2994.png,0.3257,0.4818,0.3235,0.4009
ChestCT_2995.png,0.3235,0.4870,0.3489,0.3894
ChestCT_2996.png,0.3222,0.3760,0.3859,0.4280
ChestCT_2997.png,0.2594,0.5362,0.3794,0.3510
ChestCT_2998.png,0.3343,0.4646,0.3437,0.5136
ChestCT_2999.png,0.3419,0.4577,0.3331,0.5251
ChestCT_3000.png,0.2607,0.5201,0.3864,0.3330
ChestCT_3001.png,0.3184,0.3818,0.3753,0.4354
ChestCT_3002.png,0.2698,0.5269,0.3816,0.3489
ChestCT_3003.png,0.3272,0.3720,0.3832,0.4273
ChestCT_3004.png,0.3291,0.3625,0.3850,0.4202
ChestCT_3005.png,0.2729,0.5247,0.3728,0.3568
ChestCT_3006.png,0.2530,0.5177,0.3862,0.3309
ChestCT_3007.png,0.2487,0.5130,0.3944,0.4037
ChestCT_3008.png,0.3454,0.3332,0.3954,0.4041
ChestCT_3009.png,0.2501,0.5203,0.3899,0.3302
ChestCT_3010.png,0.3251,0.3674,0.3923,0.4527
ChestCT_3011.png,0.3291,0.3539,0.3885,0.4160
ChestCT_3012.png,0.2497,0.5115,0.4027,0.3115
ChestCT_3013.png,0.2481,0.5178,0.3959,0.3266
ChestCT_3014.png,0.3281,0.3532,0.3859,0.4188
ChestCT_3015.png,0.3208,0.3807,0.3975,0.4504
ChestCT_3016.png,0.3051,0.4845,0.3723,0.4754
ChestCT_3017.png,0.2539,0.5019,0.3944,0.4030
ChestCT_3018.png,0.2433,0.5225,0.3928,0.3195
ChestCT_3019.png,0.3430,0.3497,0.3806,0.4730
ChestCT_3020.png,0.3994,0.4145,0.3399,0.5240
ChestCT_3021.png,0.3326,0.3600,0.3899,0.4577
ChestCT_3022.png,0.3995,0.3998,0.3294,0.5205
ChestCT_3023.png,0.3980,0.4131,0.3328,0.5321
ChestCT_3024.png,0.3389,0.3567,0.3859,0.4674
ChestCT_3025.png,0.3191,0.4807,0.3629,0.4925
ChestCT_3026.png,0.3869,0.4144,0.3242,0.5292
ChestCT_3027.png,0.3800,0.4243,0.3243,0.5345
ChestCT_3028.png,0.3099,0.4880,0.3672,0.4864
