image_name,lpips_score
1-15.png,0.3554
1-01.png,0.4439
1-17.png,0.3527
1-03.png,0.4332
1-02.png,0.4425
1-16.png,0.3493
1-12.png,0.3643
1-06.png,0.3989
1-07.png,0.3846
1-13.png,0.3551
1-05.png,0.4151
1-11.png,0.3694
1-10.png,0.3766
1-04.png,0.4094
1-1.png,0.4184
1-21.png,0.3659
1-09.png,0.3649
1-08.png,0.3731
1-20.png,0.3661
1-22.png,0.3777
1-23.png,0.3973
1-27.png,0.4016
1-26.png,0.4056
1-18.png,0.3557
1-24.png,0.4011
1-25.png,0.4025
1-19.png,0.3564
1-14.png,0.3599
1-28.png,0.4007
1-29.png,0.4000
1-15.png,0.3612
1-01.png,0.4380
1-17.png,0.3546
1-03.png,0.4427
1-02.png,0.4363
1-16.png,0.3580
1-12.png,0.3495
1-06.png,0.4078
1-07.png,0.3905
1-13.png,0.3564
1-05.png,0.4196
1-11.png,0.3496
1-10.png,0.3505
1-04.png,0.4226
1-21.png,0.3506
1-09.png,0.3707
1-08.png,0.3739
1-20.png,0.3496
1-22.png,0.3613
1-23.png,0.3693
1-27.png,0.3983
1-26.png,0.3861
1-18.png,0.3304
1-24.png,0.3692
1-25.png,0.3817
1-19.png,0.3337
1-14.png,0.3479
1-28.png,0.4008
1-29.png,0.3899
1-15.png,0.3389
1-01.png,0.4431
1-17.png,0.3441
1-03.png,0.4357
1-02.png,0.4365
1-16.png,0.3469
1-12.png,0.3620
1-06.png,0.3992
1-07.png,0.3841
1-13.png,0.3515
1-05.png,0.4136
1-11.png,0.3526
1-10.png,0.3751
1-04.png,0.4101
1-21.png,0.3576
1-09.png,0.3587
1-08.png,0.3700
1-20.png,0.3607
1-22.png,0.3693
1-23.png,0.3950
1-27.png,0.4006
1-26.png,0.4070
1-18.png,0.3523
1-24.png,0.4019
1-25.png,0.4091
1-19.png,0.3478
1-14.png,0.3514
1-28.png,0.3978
1-29.png,0.3978
1-15.png,0.3559
1-01.png,0.4375
1-17.png,0.3488
1-03.png,0.4391
1-02.png,0.4336
1-16.png,0.3515
1-12.png,0.3435
1-06.png,0.4031
1-07.png,0.3842
1-13.png,0.3498
1-05.png,0.4167
1-11.png,0.3427
1-10.png,0.3471
1-04.png,0.4203
1-42.png,0.3607
1-43.png,0.3554
1-41.png,0.3564
1-40.png,0.3607
1-54.png,0.3599
1-50.png,0.3604
1-44.png,0.3637
1-45.png,0.3704
1-51.png,0.3639
1-47.png,0.3664
1-53.png,0.3613
1-52.png,0.3551
1-46.png,0.3687
1-21.png,0.3547
1-35.png,0.3668
1-09.png,0.4227
1-08.png,0.4303
1-34.png,0.3651
1-20.png,0.3550
1-36.png,0.3552
1-22.png,0.3523
1-23.png,0.3492
1-37.png,0.3570
1-33.png,0.3655
1-27.png,0.3398
1-26.png,0.3392
1-32.png,0.3595
1-18.png,0.3490
1-24.png,0.3521
1-30.png,0.3583
1-31.png,0.3558
1-25.png,0.3438
1-19.png,0.3503
1-14.png,0.3519
1-28.png,0.3357
1-29.png,0.3445
1-15.png,0.3627
1-01.png,0.4881
1-17.png,0.3448
1-03.png,0.4780
1-02.png,0.4792
1-16.png,0.3463
1-12.png,0.3761
1-06.png,0.4664
1-07.png,0.4519
1-13.png,0.3531
1-39.png,0.3447
1-05.png,0.4679
1-11.png,0.3908
1-10.png,0.4075
1-04.png,0.4672
1-38.png,0.3488
1-48.png,0.3636
1-49.png,0.3693
1-42.png,0.3555
1-43.png,0.3477
1-41.png,0.3547
1-40.png,0.3523
1-54.png,0.3597
1-50.png,0.3610
1-44.png,0.3562
1-45.png,0.3730
1-51.png,0.3624
1-47.png,0.3681
1-53.png,0.3588
1-52.png,0.3554
1-46.png,0.3731
1-21.png,0.3534
1-35.png,0.3462
1-09.png,0.4246
1-08.png,0.4399
1-34.png,0.3510
1-20.png,0.3490
1-36.png,0.3381
1-22.png,0.3505
1-23.png,0.3470
1-37.png,0.3484
1-33.png,0.3463
1-27.png,0.3386
1-26.png,0.3379
1-32.png,0.3552
1-18.png,0.3514
1-24.png,0.3502
1-30.png,0.3561
1-31.png,0.3503
1-25.png,0.3394
1-19.png,0.3468
1-14.png,0.3633
1-28.png,0.3254
1-29.png,0.3367
1-15.png,0.3617
1-01.png,0.4704
1-17.png,0.3470
1-03.png,0.4579
1-02.png,0.4652
1-16.png,0.3498
1-12.png,0.3855
1-06.png,0.4490
1-07.png,0.4487
1-13.png,0.3648
1-39.png,0.3411
1-05.png,0.4531
1-11.png,0.4009
1-10.png,0.4167
1-04.png,0.4573
1-38.png,0.3427
1-48.png,0.3655
1-49.png,0.3630
1-21.png,0.3611
1-09.png,0.3944
1-08.png,0.4006
1-20.png,0.3540
1-22.png,0.3697
1-23.png,0.3711
1-27.png,0.3790
1-26.png,0.3794
1-18.png,0.3535
1-24.png,0.3829
1-25.png,0.3739
1-19.png,0.3457
1-14.png,0.3777
1-28.png,0.3664
1-29.png,0.3697
1-15.png,0.3729
1-01.png,0.4285
1-17.png,0.3528
1-03.png,0.4313
1-02.png,0.4287
1-16.png,0.3604
1-12.png,0.3864
1-06.png,0.4147
1-07.png,0.4155
1-13.png,0.3807
1-05.png,0.4123
1-11.png,0.3770
1-10.png,0.3785
1-04.png,0.4297
1-21.png,0.3631
1-09.png,0.3928
1-08.png,0.3983
1-20.png,0.3468
1-22.png,0.3705
1-23.png,0.3704
1-27.png,0.3827
1-26.png,0.3760
1-18.png,0.3486
1-24.png,0.3891
1-25.png,0.3708
1-19.png,0.3410
1-14.png,0.3777
1-28.png,0.3636
1-29.png,0.3619
1-15.png,0.3717
1-01.png,0.4250
1-17.png,0.3485
1-03.png,0.4356
1-02.png,0.4206
1-16.png,0.3518
1-12.png,0.3796
1-06.png,0.4113
1-07.png,0.4137
1-13.png,0.3747
1-05.png,0.4101
1-11.png,0.3699
1-10.png,0.3737
1-04.png,0.4288
1-21.png,0.3725
1-09.png,0.3805
1-08.png,0.3810
1-20.png,0.3630
1-22.png,0.3713
1-23.png,0.3766
1-27.png,0.3967
1-26.png,0.3905
1-18.png,0.3507
1-24.png,0.3814
1-30.png,0.3926
1-31.png,0.3821
1-25.png,0.3850
1-19.png,0.3531
1-14.png,0.3679
1-28.png,0.3864
1-29.png,0.3915
1-15.png,0.3563
1-01.png,0.4327
1-17.png,0.3552
1-03.png,0.4315
1-02.png,0.4295
1-16.png,0.3485
1-12.png,0.3655
1-06.png,0.4171
1-07.png,0.3922
1-13.png,0.3696
1-05.png,0.4133
1-11.png,0.3735
1-10.png,0.3738
1-04.png,0.4364
1-42.png,0.3825
1-43.png,0.3789
1-55.png,0.3828
1-41.png,0.3836
1-40.png,0.3858
1-54.png,0.3854
1-50.png,0.3735
1-44.png,0.3812
1-45.png,0.3855
1-51.png,0.3775
1-47.png,0.3792
1-53.png,0.3823
1-52.png,0.3853
1-46.png,0.3760
1-21.png,0.3460
1-35.png,0.3725
1-09.png,0.4104
1-08.png,0.4156
1-34.png,0.3650
1-20.png,0.3507
1-36.png,0.3746
1-22.png,0.3441
1-23.png,0.3363
1-37.png,0.3682
1-33.png,0.3610
1-27.png,0.3344
1-26.png,0.3334
1-32.png,0.3484
1-18.png,0.3574
1-24.png,0.3344
1-30.png,0.3411
1-31.png,0.3385
1-25.png,0.3233
1-19.png,0.3533
1-14.png,0.3931
1-28.png,0.3306
1-29.png,0.3352
1-15.png,0.3830
1-01.png,0.4230
1-17.png,0.3667
1-03.png,0.4433
1-02.png,0.4308
1-16.png,0.3732
1-12.png,0.4052
1-06.png,0.4420
1-07.png,0.4327
1-13.png,0.3987
1-39.png,0.3871
1-05.png,0.4436
1-11.png,0.4083
1-10.png,0.4147
1-04.png,0.4413
1-38.png,0.3737
1-48.png,0.3746
1-49.png,0.3674
1-42.png,0.3807
1-43.png,0.3831
1-55.png,0.3692
1-41.png,0.3908
1-40.png,0.3888
1-54.png,0.3694
1-50.png,0.3639
1-44.png,0.3804
1-45.png,0.3819
1-51.png,0.3709
1-47.png,0.3676
1-53.png,0.3716
1-52.png,0.3726
1-46.png,0.3727
1-21.png,0.3459
1-35.png,0.3722
1-09.png,0.4088
1-08.png,0.4219
1-34.png,0.3611
1-20.png,0.3478
1-36.png,0.3758
1-22.png,0.3438
1-23.png,0.3369
1-37.png,0.3701
1-33.png,0.3522
1-27.png,0.3296
1-26.png,0.3221
1-32.png,0.3453
1-18.png,0.3609
1-24.png,0.3323
1-30.png,0.3339
1-31.png,0.3373
1-25.png,0.3169
1-19.png,0.3557
1-14.png,0.3941
1-28.png,0.3301
1-29.png,0.3329
1-15.png,0.3826
1-01.png,0.4149
1-17.png,0.3742
1-03.png,0.4320
1-02.png,0.4236
1-16.png,0.3777
1-12.png,0.4010
1-06.png,0.4348
1-07.png,0.4380
1-13.png,0.3996
1-39.png,0.3923
1-05.png,0.4359
1-11.png,0.4026
1-10.png,0.4027
1-04.png,0.4382
1-38.png,0.3791
1-48.png,0.3724
1-49.png,0.3632
1-21.png,0.3697
1-09.png,0.3273
1-08.png,0.3325
1-20.png,0.3481
1-22.png,0.3708
1-23.png,0.3733
1-18.png,0.3200
1-24.png,0.3812
1-19.png,0.3342
1-14.png,0.3276
1-15.png,0.3163
1-01.png,0.4043
1-17.png,0.3074
1-03.png,0.3998
1-02.png,0.3995
1-16.png,0.3172
1-12.png,0.3286
1-06.png,0.3562
1-07.png,0.3379
1-13.png,0.3154
1-05.png,0.3743
1-11.png,0.3267
1-10.png,0.3291
1-04.png,0.3876
1-21.png,0.3648
1-09.png,0.3777
1-08.png,0.3766
1-20.png,0.3539
1-22.png,0.3651
1-23.png,0.3663
1-27.png,0.3905
1-26.png,0.3819
1-18.png,0.3440
1-24.png,0.3743
1-30.png,0.3852
1-31.png,0.3760
1-25.png,0.3817
1-19.png,0.3451
1-14.png,0.3590
1-28.png,0.3873
1-29.png,0.3869
1-15.png,0.3484
1-01.png,0.4332
1-17.png,0.3483
1-03.png,0.4316
1-02.png,0.4317
1-16.png,0.3419
1-12.png,0.3581
1-06.png,0.4132
1-07.png,0.3887
1-13.png,0.3626
1-05.png,0.4132
1-11.png,0.3699
1-10.png,0.3706
1-04.png,0.4359
1-42.png,0.3352
1-43.png,0.3440
1-41.png,0.3307
1-40.png,0.3255
1-50.png,0.3683
1-44.png,0.3541
1-45.png,0.3606
1-51.png,0.3682
1-47.png,0.3634
1-46.png,0.3639
1-21.png,0.3192
1-35.png,0.3137
1-09.png,0.3639
1-08.png,0.3708
1-34.png,0.3102
1-20.png,0.3232
1-36.png,0.3072
1-22.png,0.3209
1-23.png,0.3173
1-37.png,0.3119
1-33.png,0.3114
1-27.png,0.3132
1-26.png,0.3132
1-32.png,0.3121
1-18.png,0.3249
1-24.png,0.3260
1-30.png,0.3126
1-31.png,0.3107
1-25.png,0.3181
1-19.png,0.3267
1-14.png,0.3318
1-28.png,0.3023
1-29.png,0.3101
1-15.png,0.3306
1-01.png,0.3882
1-17.png,0.3249
1-03.png,0.3839
1-02.png,0.3877
1-16.png,0.3319
1-12.png,0.3449
1-06.png,0.3850
1-07.png,0.3764
1-13.png,0.3360
1-39.png,0.3216
1-05.png,0.3866
1-11.png,0.3561
1-10.png,0.3647
1-04.png,0.3837
1-38.png,0.3165
1-48.png,0.3670
1-49.png,0.3648
1-21.png,0.3390
1-35.png,0.3314
1-09.png,0.3618
1-08.png,0.3643
1-34.png,0.3331
1-20.png,0.3404
1-22.png,0.3365
1-23.png,0.3360
1-33.png,0.3302
1-27.png,0.3317
1-26.png,0.3312
1-32.png,0.3287
1-18.png,0.3468
1-24.png,0.3356
1-30.png,0.3325
1-31.png,0.3298
1-25.png,0.3378
1-19.png,0.3412
1-14.png,0.3660
1-28.png,0.3331
1-29.png,0.3321
1-15.png,0.3655
1-01.png,0.3923
1-17.png,0.3444
1-03.png,0.3877
1-02.png,0.3879
1-16.png,0.3558
1-12.png,0.3631
1-06.png,0.3757
1-07.png,0.3734
1-13.png,0.3544
1-05.png,0.3800
1-11.png,0.3618
1-10.png,0.3607
1-04.png,0.3790
1-21.png,0.3263
1-35.png,0.3309
1-09.png,0.3508
1-08.png,0.3579
1-34.png,0.3274
1-20.png,0.3298
1-36.png,0.3319
1-22.png,0.3229
1-23.png,0.3237
1-33.png,0.3266
1-27.png,0.3339
1-26.png,0.3357
1-32.png,0.3291
1-18.png,0.3331
1-24.png,0.3328
1-30.png,0.3348
1-31.png,0.3349
1-25.png,0.3335
1-19.png,0.3313
1-14.png,0.3437
1-28.png,0.3276
1-29.png,0.3345
1-15.png,0.3433
1-01.png,0.3917
1-17.png,0.3415
1-03.png,0.3890
1-02.png,0.3918
1-16.png,0.3459
1-12.png,0.3528
1-06.png,0.3797
1-07.png,0.3653
1-13.png,0.3461
1-05.png,0.3780
1-11.png,0.3521
1-10.png,0.3496
1-04.png,0.3829
1-21.png,0.3364
1-35.png,0.3373
1-09.png,0.3611
1-08.png,0.3655
1-34.png,0.3399
1-20.png,0.3370
1-22.png,0.3327
1-23.png,0.3334
1-33.png,0.3346
1-27.png,0.3293
1-26.png,0.3307
1-32.png,0.3307
1-18.png,0.3439
1-24.png,0.3324
1-30.png,0.3367
1-31.png,0.3330
1-25.png,0.3357
1-19.png,0.3379
1-14.png,0.3663
1-28.png,0.3306
1-29.png,0.3309
1-15.png,0.3689
1-01.png,0.3939
1-17.png,0.3436
1-03.png,0.3891
1-02.png,0.3892
1-16.png,0.3587
1-12.png,0.3644
1-06.png,0.3798
1-07.png,0.3760
1-13.png,0.3586
1-05.png,0.3806
1-11.png,0.3643
1-10.png,0.3621
1-04.png,0.3829
1-21.png,0.3381
1-35.png,0.3266
1-09.png,0.3637
1-08.png,0.3648
1-34.png,0.3288
1-20.png,0.3347
1-36.png,0.3284
1-22.png,0.3234
1-23.png,0.3238
1-33.png,0.3241
1-27.png,0.3368
1-26.png,0.3366
1-32.png,0.3246
1-18.png,0.3348
1-24.png,0.3230
1-30.png,0.3313
1-31.png,0.3303
1-25.png,0.3365
1-19.png,0.3344
1-14.png,0.3418
1-28.png,0.3336
1-29.png,0.3299
1-15.png,0.3428
1-01.png,0.3948
1-17.png,0.3418
1-03.png,0.3881
1-02.png,0.3939
1-16.png,0.3445
1-12.png,0.3542
1-06.png,0.3660
1-07.png,0.3697
1-13.png,0.3456
1-05.png,0.3784
1-11.png,0.3571
1-10.png,0.3502
1-04.png,0.3819
1-21.png,0.3292
1-09.png,0.3259
1-08.png,0.3254
1-20.png,0.3272
1-18.png,0.3113
1-19.png,0.3174
1-14.png,0.3142
1-15.png,0.3207
1-01.png,0.3239
1-17.png,0.3126
1-03.png,0.3264
1-02.png,0.3232
1-16.png,0.3142
1-12.png,0.3161
1-06.png,0.3198
1-07.png,0.3210
1-13.png,0.3102
1-05.png,0.3187
1-11.png,0.3189
1-10.png,0.3225
1-04.png,0.3255
1-09.png,0.3256
1-08.png,0.3233
1-14.png,0.3194
1-15.png,0.3214
1-01.png,0.3235
1-03.png,0.3274
1-02.png,0.3227
1-16.png,0.3246
1-12.png,0.3168
1-06.png,0.3204
1-07.png,0.3279
1-13.png,0.3195
1-05.png,0.3184
1-11.png,0.3210
1-10.png,0.3196
1-04.png,0.3200
1-21.png,0.3242
1-09.png,0.3144
1-08.png,0.3155
1-20.png,0.3107
1-22.png,0.3272
1-18.png,0.3094
1-19.png,0.3096
1-14.png,0.3061
1-15.png,0.3037
1-01.png,0.3251
1-17.png,0.3046
1-03.png,0.3203
1-02.png,0.3228
1-16.png,0.3035
1-12.png,0.3048
1-06.png,0.3118
1-07.png,0.3157
1-13.png,0.3036
1-05.png,0.3113
1-11.png,0.3122
1-10.png,0.3105
1-04.png,0.3161
1-21.png,0.3196
1-09.png,0.3082
1-08.png,0.3084
1-20.png,0.3068
1-22.png,0.3167
1-23.png,0.3213
1-18.png,0.3042
1-19.png,0.3043
1-14.png,0.3067
1-15.png,0.3058
1-01.png,0.3173
1-17.png,0.3055
1-03.png,0.3095
1-02.png,0.3214
1-16.png,0.3041
1-12.png,0.2991
1-06.png,0.3083
1-07.png,0.3107
1-13.png,0.2975
1-05.png,0.3064
1-11.png,0.3030
1-10.png,0.3044
1-04.png,0.3070
1-42.png,0.4014
1-56.png,0.4196
1-57.png,0.4293
1-43.png,0.3997
1-55.png,0.4221
1-41.png,0.3991
1-40.png,0.4033
1-54.png,0.4213
1-50.png,0.4108
1-44.png,0.3989
1-45.png,0.4006
1-51.png,0.4185
1-47.png,0.3987
1-53.png,0.4209
1-52.png,0.4196
1-46.png,0.4027
1-21.png,0.3535
1-35.png,0.3872
1-09.png,0.4249
1-08.png,0.4414
1-34.png,0.3918
1-20.png,0.3485
1-36.png,0.3926
1-22.png,0.3517
1-23.png,0.3574
1-37.png,0.3994
1-33.png,0.3945
1-27.png,0.3747
1-26.png,0.3740
1-32.png,0.3914
1-18.png,0.3568
1-24.png,0.3648
1-30.png,0.3853
1-31.png,0.3921
1-25.png,0.3712
1-19.png,0.3483
1-14.png,0.3993
1-28.png,0.3840
1-29.png,0.3864
1-15.png,0.3925
1-01.png,0.4631
1-17.png,0.3700
1-03.png,0.4546
1-02.png,0.4647
1-16.png,0.3810
1-12.png,0.4029
1-06.png,0.4454
1-07.png,0.4437
1-13.png,0.4002
1-39.png,0.4035
1-05.png,0.4463
1-11.png,0.4166
1-10.png,0.4206
1-04.png,0.4448
1-38.png,0.3983
1-63.png,0.4168
1-62.png,0.4151
1-60.png,0.4204
1-48.png,0.4053
1-49.png,0.4114
1-61.png,0.4195
1-59.png,0.4288
1-65.png,0.4080
1-64.png,0.4189
1-58.png,0.4206
1-66.png,0.4083
1-42.png,0.3870
1-56.png,0.4209
1-57.png,0.4194
1-43.png,0.3860
1-55.png,0.4138
1-41.png,0.3924
1-40.png,0.4011
1-54.png,0.4123
1-50.png,0.4007
1-44.png,0.3958
1-45.png,0.3930
1-51.png,0.4052
1-47.png,0.3922
1-53.png,0.4102
1-52.png,0.4090
1-46.png,0.3883
1-21.png,0.3537
1-35.png,0.3838
1-09.png,0.4121
1-08.png,0.4222
1-34.png,0.3866
1-20.png,0.3474
1-36.png,0.3878
1-22.png,0.3550
1-23.png,0.3611
1-37.png,0.3900
1-33.png,0.3861
1-27.png,0.3644
1-26.png,0.3673
1-32.png,0.3795
1-18.png,0.3510
1-24.png,0.3618
1-30.png,0.3765
1-31.png,0.3814
1-25.png,0.3662
1-19.png,0.3491
1-14.png,0.3872
1-28.png,0.3788
1-29.png,0.3784
1-15.png,0.3860
1-01.png,0.4470
1-17.png,0.3641
1-03.png,0.4419
1-02.png,0.4469
1-16.png,0.3763
1-12.png,0.3940
1-06.png,0.4305
1-07.png,0.4269
1-13.png,0.3961
1-39.png,0.3970
1-05.png,0.4345
1-11.png,0.4022
1-10.png,0.4089
1-04.png,0.4309
1-38.png,0.3937
1-63.png,0.4100
1-62.png,0.4134
1-60.png,0.4126
1-48.png,0.3957
1-49.png,0.4002
1-61.png,0.4115
1-59.png,0.4196
1-65.png,0.4031
1-64.png,0.4047
1-58.png,0.4204
1-66.png,0.3996
1-42.png,0.3762
1-43.png,0.3692
1-41.png,0.3813
1-40.png,0.3808
1-21.png,0.3405
1-35.png,0.3819
1-09.png,0.3730
1-08.png,0.3748
1-34.png,0.3825
1-20.png,0.3419
1-36.png,0.3793
1-22.png,0.3429
1-23.png,0.3429
1-37.png,0.3752
1-33.png,0.3850
1-27.png,0.3539
1-26.png,0.3480
1-32.png,0.3776
1-18.png,0.3489
1-24.png,0.3366
1-30.png,0.3685
1-31.png,0.3766
1-25.png,0.3471
1-19.png,0.3507
1-14.png,0.3574
1-28.png,0.3564
1-29.png,0.3686
1-15.png,0.3554
1-01.png,0.4196
1-17.png,0.3561
1-03.png,0.4144
1-02.png,0.4138
1-16.png,0.3533
1-12.png,0.3559
1-06.png,0.3880
1-07.png,0.3825
1-13.png,0.3550
1-39.png,0.3708
1-05.png,0.3912
1-11.png,0.3628
1-10.png,0.3705
1-04.png,0.3976
1-38.png,0.3767
1-21.png,0.3563
1-09.png,0.3599
1-08.png,0.3695
1-34.png,0.3744
1-20.png,0.3496
1-22.png,0.3617
1-23.png,0.3759
1-33.png,0.3824
1-27.png,0.3808
1-26.png,0.3835
1-32.png,0.3818
1-18.png,0.3451
1-24.png,0.3779
1-30.png,0.3808
1-31.png,0.3740
1-25.png,0.3786
1-19.png,0.3385
1-14.png,0.3521
1-28.png,0.3811
1-29.png,0.3748
1-15.png,0.3513
1-01.png,0.4191
1-17.png,0.3461
1-03.png,0.3962
1-02.png,0.4133
1-16.png,0.3442
1-12.png,0.3599
1-06.png,0.3740
1-07.png,0.3704
1-13.png,0.3626
1-05.png,0.3840
1-11.png,0.3598
1-10.png,0.3555
1-04.png,0.3905
1-09.png,0.3620
1-08.png,0.3620
1-18.png,0.3504
1-19.png,0.3470
1-14.png,0.3521
1-15.png,0.3506
1-01.png,0.3803
1-17.png,0.3531
1-03.png,0.3740
1-02.png,0.3771
1-16.png,0.3515
1-12.png,0.3568
1-06.png,0.3674
1-07.png,0.3657
1-13.png,0.3543
1-05.png,0.3683
1-11.png,0.3579
1-10.png,0.3598
1-04.png,0.3711
1-09.png,0.3580
1-08.png,0.3587
1-14.png,0.3525
1-15.png,0.3493
1-01.png,0.3815
1-03.png,0.3768
1-02.png,0.3790
1-16.png,0.3475
1-12.png,0.3524
1-06.png,0.3709
1-07.png,0.3604
1-13.png,0.3529
1-05.png,0.3734
1-11.png,0.3526
1-10.png,0.3542
1-04.png,0.3740
1-1.png,0.3221
1-2.png,0.3669
1-1.png,0.3893
1-3.png,0.3222
1-2.png,0.3829
1-1.png,0.3837
1-42.png,0.3889
1-43.png,0.4014
1-41.png,0.3823
1-40.png,0.3818
1-50.png,0.3934
1-44.png,0.4099
1-45.png,0.4066
