Epoch,Total Epochs,Iteration,Total Iterations,Loss_D,Loss_G,D(x),D(G(z))_Real,D(G(z))_Fake
0,1000,0,32,1.2464518547058105,4.4270124435424805,0.5810453295707703,0.4900842607021332,0.01222978625446558
Epoch,Total Epochs,Iteration,Total Iterations,Loss_D,Loss_G,D(x),D(G(z))_Real,D(G(z))_Fake
0,1000,0,32,1.4290034770965576,3.4092764854431152,0.48789182305336,0.48953771591186523,0.0339931845664978
Epoch,Total Epochs,Iteration,Total Iterations,Loss_D,Loss_G,D(x),D(G(z))_Real,D(G(z))_Fake
0,1000,0,32,1.4290034770965576,3.4092764854431152,0.48789182305336,0.48953771591186523,0.0339931845664978
1,1000,0,32,0.0067905220203101635,7.348824501037598,0.9972345232963562,0.003979297820478678,0.0009402632713317871
2,1000,0,32,0.00397837720811367,7.247239589691162,0.9993036389350891,0.003270514542236924,0.0009831486968323588
3,1000,0,32,0.0027432357892394066,8.271739959716797,0.9988255500793457,0.0015639811754226685,0.00027000444242730737
4,1000,0,32,0.011029189452528954,5.975266456604004,0.9938115477561951,0.004680945537984371,0.018207615241408348
5,1000,0,32,0.0065149301663041115,8.287834167480469,0.9995731115341187,0.006061802618205547,0.00031274594948627055
6,1000,0,32,0.013702870346605778,8.595526695251465,0.9968160390853882,0.01038799062371254,0.0002188745274906978
7,1000,0,32,0.0013970904983580112,8.137418746948242,0.9997144341468811,0.001110415905714035,0.0004171921464148909
8,1000,0,32,0.003559038508683443,7.701991081237793,0.9997842311859131,0.0033334020990878344,0.000611990864854306
9,1000,0,32,0.26767247915267944,4.645791053771973,0.9175339937210083,0.14802445471286774,0.011213373392820358
10,1000,0,32,0.5912765264511108,2.9085960388183594,0.7459496259689331,0.1697961688041687,0.10208922624588013
11,1000,0,32,0.10526947677135468,3.9107680320739746,0.9420130252838135,0.041309986263513565,0.027732618153095245
12,1000,0,32,0.2162322700023651,4.177342414855957,0.9197126626968384,0.11291870474815369,0.03174537047743797
13,1000,0,32,0.21889932453632355,5.093067646026611,0.8352534770965576,0.014189005829393864,0.010935255326330662
14,1000,0,32,0.0832778811454773,5.6735053062438965,0.961093544960022,0.03992944210767746,0.00563215184956789
15,1000,0,32,0.2569630742073059,4.9453864097595215,0.9155862331390381,0.1283925175666809,0.010576690547168255
16,1000,0,32,2.315743923187256,12.775025367736816,0.9988570213317871,0.7687188386917114,6.492561078630388e-05
17,1000,0,32,0.18556106090545654,4.74506950378418,0.8759547472000122,0.03535761311650276,0.01710481196641922
18,1000,0,32,0.48520854115486145,4.68578577041626,0.9026888012886047,0.2526053488254547,0.03381630778312683
19,1000,0,32,0.7439879775047302,11.070571899414062,0.9985381364822388,0.43794217705726624,3.662101153167896e-05
20,1000,0,32,0.3240152597427368,2.7175567150115967,0.8270241022109985,0.07332208007574081,0.1002407968044281
21,1000,0,32,2.181152582168579,13.882277488708496,0.9685564041137695,0.7473995685577393,7.010858098510653e-06
22,1000,0,32,0.3085097670555115,3.5274195671081543,0.805932879447937,0.042545873671770096,0.08455466479063034
Epoch,Total Epochs,Iteration,Total Iterations,Loss_D,Loss_G,D(x),D(G(z))_Real,D(G(z))_Fake
0,1000,0,32,1.6631731986999512,5.882327079772949,0.3479979932308197,0.4233710765838623,0.003196875099092722
Epoch,Total Epochs,Iteration,Total Iterations,Loss_D,Loss_G,D(x),D(G(z))_Real,D(G(z))_Fake
0,1000,0,32,1.4290034770965576,3.4092764854431152,0.48789182305336,0.48953771591186523,0.0339931845664978
1,1000,0,32,0.0067905220203101635,7.348824501037598,0.9972345232963562,0.003979297820478678,0.0009402632713317871
2,1000,0,32,0.00397837720811367,7.247239589691162,0.9993036389350891,0.003270514542236924,0.0009831486968323588
3,1000,0,32,0.0027432357892394066,8.271739959716797,0.9988255500793457,0.0015639811754226685,0.00027000444242730737
